"","site_id","study_id","Country","season","TaxonomicRes","Year_count","abund_nativeSpp","abundance","alien_Abund","alien_SppRich","E10","EPT_Abund","EPT_SppRich","FEve","FRed","FRic","insect_Abund","insect_SppRich","RaoQ","shannonsH","spp_rich_rare","spp_richness","SppRich_nativeSpp","turnover","F_to","FDiv"
"15",100000016,"France_2","France","summer","family",25,NA,-0.0143126211585819,NA,NA,0.0046464122730165,0.00853680748680763,0.313591104327131,-0.00392026471596066,-0.000746603517499708,0.00133065106081925,-0.00993151570659933,0.208538907688446,0.646509192430028,0.0578763167971729,0.429609872983808,0.376870091097876,NA,0.00249345598058192,0.0189595330950351,-0.0516408465307071
"16",100000017,"France_2","France","summer","family",25,NA,-0.0105072550313912,NA,NA,0.000186594853300493,0.0400491231203191,0.288529559636395,0.000898808805587388,0.0011279668955514,0.00840471733230807,-0.00183872720183995,0.38468989972276,0.120746433192934,0.0231488631674373,0.489620380286543,0.465735382907826,NA,-0.0115172725091751,-0.0427105979207135,0.0136693706731787
"17",100000018,"France_2","France","summer","family",25,NA,-0.0233022450554886,NA,NA,0.00465394421597118,-0.00385672682521211,0.333595212449354,0.00150149570561314,0.00122577224503818,0.00532221694750569,-0.0210007328949496,0.308624591442428,0.194151407742871,0.0216997620675165,0.317551528177771,0.224166846222514,NA,-0.0021282786754867,-0.0102794573761605,-0.0128498297147716
"18",100000019,"France_2","France","summer","family",25,NA,-0.00397889925301444,NA,NA,-0.00118194649857789,0.00298553121197181,0.191300910835044,0.00046627612880205,0.00328738566946206,0.00573122259990002,0.0068442387960194,0.364645789774765,0.421897623634534,0.0155289357199109,0.302369056502936,0.338355017379318,NA,-8.18464678544093e-05,-0.00488145712618667,0.0401342838740276
"19",100000020,"France_2","France","summer","family",22,NA,-0.0353902830025218,NA,NA,0.00584185182876245,-0.0125622174741444,0.322027281736916,0.00160118610513623,0.00270820841216511,-0.00213808746077055,-0.0340511556779903,-0.0936522495949864,0.353189428414681,0.0269339386189866,0.44904519307533,0.0699528074716237,NA,-0.00775389931279703,-0.010843628066901,-0.00163140611664564
"20",100000021,"France_2","France","summer","family",22,NA,-0.0237187031740425,NA,NA,-0.00288001656613053,0.0138193796073512,0.395553002090278,0.00420315999920718,0.000602565009575604,-0.00430197910461332,-0.017815964878961,0.312293214988075,-0.202253895559629,0.00467989681442011,0.25652980909569,0.185056882493323,NA,-0.00425605368273312,0.0237225344850234,0.00110334531848554
"21",100000022,"France_2","France","summer","family",25,NA,0.00287365592188588,NA,NA,0.00589829990685081,0.0125531487427791,0.197555007363096,-0.00156913367377232,0.000108360821644113,0.00580096977243385,-0.00863926210131038,0.210952033105707,0.885117935816043,0.0529882338750437,0.418119623573127,0.479723268243062,NA,-0.00687732749039161,-0.00639124166489838,0.0332315291547752
"22",100000023,"France_2","France","summer","family",25,NA,-0.00376459314805706,NA,NA,-0.000814103296550265,0.00169253200488979,0.0282636917807545,0.00374188452418382,0.00274069107109784,0.0159957219195784,-0.0154924790005954,0.138165841298272,0.0556025872954967,-0.00483046628704458,-0.087016746120552,0.0179065687062237,NA,-0.0196221773508453,0.026028842491744,0.0332857361021955
"23",100000024,"France_2","France","summer","family",20,NA,-0.020113082044948,NA,NA,0.00581634082724082,0.0167543888472929,0.437925559592441,-0.00616944372515556,0.00148001067640683,0.0312067024720693,-0.00302423545909286,0.638080003522087,0.721222400136907,0.0748227713617654,0.624808296177392,0.711207617274664,NA,0.0105368600279546,-0.0539622870742801,0.0988253662920904
"24",100000025,"France_2","France","summer","family",21,NA,-0.0095108982625601,NA,NA,-0.00924959474837821,-0.0274308578385107,-0.0313369692588046,0.00420453135418629,0.000471956508742656,0.00706359529658506,-0.0314231023622843,0.013215432318234,-1.14007801507515,-0.0312640691251934,-0.149020345556633,0.0362297700032862,NA,-0.00284745396263982,0.0138084928396862,-0.0217084334230095
"25",100000026,"France_2","France","summer","family",25,NA,-0.00479339023162384,NA,NA,-0.00106381014189363,0.0208965042185526,0.183157604209239,0.00658767180268266,0.000217994172533497,0.0125239361113629,0.0202009293265981,0.223791251715697,0.210629775507992,0.0106204374381122,0.223598476833824,0.177051904429386,NA,-0.0032399550137788,-0.000531197880989835,-0.0246608822554492
"26",100000027,"France_2","France","summer","family",20,NA,-0.00576910588905025,NA,NA,0.00109080368894274,0.0595646194926539,0.382500860083712,0.000587047791066883,0.00298198881160385,-0.00315652449793381,0.00734198011055869,0.0780507298830745,-0.200612137749888,0.00028347031446683,0.0351628045906558,-0.0552759133478503,NA,0.00593786688955993,0.00617989605458685,0.0236514908061831
"27",100000028,"France_2","France","summer","family",20,NA,-0.0144226189719895,NA,NA,0.00722693620735112,0.0092217817642982,0.0185510545747226,-0.00859159444186976,-0.0020974825196245,-0.00451828708253942,-0.0123183226091817,-0.127826274279644,0.580210115461604,0.0357904474894541,0.0789478589385841,-0.118599776112298,NA,0.00557318843030231,0.0159853663145772,-0.00284550634184554
"28",100000029,"France_2","France","summer","family",20,NA,-0.0191442256078343,NA,NA,-0.00238504940925659,-0.0437766161984535,0.229326292881495,-0.00140698921357226,-0.00505871519058617,-0.00058396674934442,-0.0338134402454312,-0.1775100085244,-0.191108109804618,-0.0101806636198718,0.336695047757701,-0.122384394679271,NA,-0.00365044860868232,0.0510538118198013,-0.00685444120136435
"29",100000030,"France_2","France","summer","family",24,NA,-0.00974823832779073,NA,NA,0.0098690253377584,0.00482417445743602,0.0750859557915743,-0.00162596266131747,0.00308240657418475,0.00758019021697295,-0.0154584324417531,0.236087902363601,0.48015846979536,0.0502700832542691,0.467711330899069,0.283348261910268,NA,-0.00648963804046756,-0.0053655475538828,-0.00366905180167907
"30",100000031,"France_2","France","summer","family",24,NA,-0.0321415451315338,NA,NA,0.0160528166671636,0.0512959357392324,0.200637237518106,0.00118861445954688,-0.00232988325398831,0.0710468475150234,0.0099359733229953,0.302656813571737,1.494381430791,0.0735321812941894,0.666296850896286,0.461714210865075,NA,0.00863379049769478,0.0645012463402437,-0.0271964776637777
"31",100000032,"France_2","France","summer","family",22,NA,-0.0138232884529932,NA,NA,0.00193168710528443,-0.00186484360892519,0.103325084079654,0.000163390712744134,-0.00177185161151787,0.019803625960939,-0.0169888798651179,0.472718940469805,0.548088741454117,0.0407546982078296,0.500150490846763,0.652501444630739,NA,-0.00462385713458517,-0.0329284556040896,0.0125920429541501
"32",100000033,"France_2","France","summer","family",25,NA,0.042997885206219,NA,NA,-0.00538940918338231,0.026531185209686,0.35049798385667,-0.0010745336786624,-9.19235400516747e-05,-0.0002040001536855,0.0392134568652338,0.249245452510523,-0.441524071671529,-0.0322532456433484,-0.344923321720878,0.233180652332596,NA,-0.0110017737060176,-0.0894753733235643,-0.0185673520005752
"33",100000034,"France_2","France","summer","family",20,NA,0.133075335524783,NA,NA,-0.0336499989884251,0.0448194285457395,0.0115228956977854,0.00122661685983283,0.00673010013033826,0.00268462929965677,0.0440064076003556,0.246338619427717,-1.52969448790895,-0.126111171103036,-1.02125163102508,0.340933429755618,NA,-0.00918340633688345,0.0229297839957435,0.0185203069114619
"34",100000035,"France_2","France","summer","family",19,NA,0.0526576677312924,NA,NA,-0.0147778653342775,0.0422653734515391,0.252929170291593,-0.00220488429526733,-0.00136099385249973,0.0290101097151313,0.0441282565162416,0.639998202409914,-0.515025946604796,-0.021129521043516,-0.098450472636661,0.854295836417228,NA,-0.0107950158019083,-0.018178788706799,-0.0228619620620126
"35",100000036,"France_2","France","summer","family",24,NA,0.033194906218797,NA,NA,-0.0120991772784941,0.0077001982770836,0.274262900219453,-0.00296727180606357,-0.00109187312138245,0.0208957574738411,0.0298121494489988,0.602016315125839,0.272465051543327,-0.0128531153527996,-0.109068770057579,0.782985594950786,NA,-0.0108044831731131,-0.0808066609696079,0.0256391978460123
"36",100000037,"France_2","France","summer","family",20,NA,0.0868488327962806,NA,NA,-0.0192654377336882,0.0707309826531606,0.508809695845534,-0.00759481725775088,0.0015956027465039,0.0383770636829146,0.0827995468386826,1.03446094397707,-0.319899445860983,-0.0224374474265371,-0.245497623979055,1.21798686607649,NA,-0.00814278231374594,-0.0514672224367406,0.000423852855688361
"37",100000038,"France_2","France","summer","family",20,NA,0.0746294983802179,NA,NA,-0.0171704105082139,-0.00058426911968719,-0.0589166763939284,-0.00214337584204813,0.00547166604717001,-0.0240702431536148,0.0202979557194083,-0.519344697624622,-1.51731220306154,-0.124289705031576,-1.42423511719191,-0.634035254160546,NA,-0.0057923600873881,0.0465584636263121,0.0181422231819236
"38",100000039,"France_2","France","fall","family",20,NA,0.0412629559996354,NA,NA,-0.00772104574424665,0.029587586600641,0.0647794272896746,-0.0102028748668773,0.00126080230177428,0.00867500334256934,0.0479514929078947,0.101419184131012,-0.433505332096601,-0.0369215834705213,-0.333918326791321,0.0809219249585887,NA,0.00123586845168234,-0.0206667172051623,-0.0198780169109541
"39",100000040,"France_2","France","summer","family",20,NA,0.0196857604453051,NA,NA,0.0057521786904033,0.0392398537393515,0.237835102388749,-0.00461556118395819,-0.00162549780082238,0.00663427120022915,0.0861492532582974,0.188583154559673,0.913801321427519,0.0223391703583566,-0.225208239801025,0.12697738258712,NA,0.000817141289367242,0.0317829862279225,0.0486966467484487
"40",100000041,"France_2","France","summer","family",24,NA,-0.00395278036969702,NA,NA,0.00122045926210304,-0.0146214047551132,0.146598440689662,0.00470166781125124,-0.00162647529167072,0.00634985020126554,-0.00342457543529918,0.103842625216659,0.206744850310605,0.00583876258644016,0.104715931040572,0.0694052623432828,NA,-0.00867487473096589,0.00109461925962073,-0.00405175408575344
"41",100000042,"France_2","France","summer","family",20,NA,0.00759961909187198,NA,NA,-0.00930193516080797,-0.0172129964198015,0.0288818688383941,-0.000259225392280803,-0.00248659741284263,0.0148871125880533,0.00662299711865499,0.00854705938647512,-0.0773618459789781,-0.0274226256649497,-0.277462257983268,-0.290859052897024,NA,-0.00329006643052283,0.0372325873861148,0.0207548368916776
"42",100000043,"France_2","France","summer","family",25,NA,-0.0251881776595008,NA,NA,0.00131032356482599,-0.041840749835452,-0.297956929736624,0.00167100573259118,-0.00172545578822547,-0.0176954883009007,-0.0321153362960048,-0.5983590601864,-0.47353031483844,-0.0437531683541383,-0.42053597404587,-0.770651168431473,NA,0.0140839227018957,0.110373676500034,0.0338960060402405
"43",100000044,"France_2","France","summer","family",25,NA,0.0300577777111698,NA,NA,-0.00714415008293731,0.0146986693709956,-0.00787665512916769,0.000845702733059448,0.00251735260607979,0.00622021077110974,0.0139737607525654,0.055842175365512,-0.158153527086554,-0.0296059282061449,-0.520087224834551,0.251370566575769,NA,-0.00705289224606157,-0.0287567992959475,0.00576946165617619
"44",100000045,"France_2","France","fall","family",21,NA,0.0332873133419086,NA,NA,-0.0182050170744298,-0.0486051719131608,-0.0109479578369455,0.000426615928604079,-0.00214742333480274,0.01181390840543,0.036984607885293,0.0965737835750008,-0.484657201926564,-0.00312110594305485,-0.414873207552558,0.111588770498681,NA,0.00747689380491197,0.0190932046537891,0.0370474272334603
"45",100000046,"France_2","France","fall","family",24,NA,0.0260095481824724,NA,NA,-0.0040089828087454,0.00131666013158279,0.162199758859455,-0.00258435247051574,0.00100800868452566,-0.0157870889445263,0.0218978028813872,-0.12208241489706,-0.148986566670471,-0.0519876447108957,-0.75552575654534,-0.458742781014894,NA,0.00347845276246108,-0.0018125032071694,0.0586143781701786
"46",100000047,"France_2","France","summer","family",25,NA,0.0193465027512145,NA,NA,-0.00809260248352083,0.0184614554770021,0.128706852369054,-0.00106751141297956,0.00184523593233804,-0.00379712400749395,0.0292047038210837,0.128017568237633,-0.883371293486135,-0.0562273405396969,-0.361811007393364,-0.156810883203552,NA,0.00734807985132439,0.0964491933847118,0.0335928911787932
"47",100000048,"France_2","France","summer","family",20,NA,-0.0036630479056006,NA,NA,-0.00286752002098128,0.0910171257110504,0.258760934394759,0.00343140262872535,0.000611238650164059,0.0387787325745346,0.000832105493347148,0.337716902062359,0.121207314763815,0.0406095067581385,0.478899590148366,0.695190490478739,NA,-0.00609404006690521,-0.0538679561979857,-0.00653910102813714
"48",100000049,"France_2","France","summer","family",24,NA,0.0412639983253677,NA,NA,-0.0114889188533612,0.0199483078414755,0.231238422120815,0.00139060409900959,-0.000375290384901637,0.024139585651619,0.0406898933454793,0.491498084657603,0.558737037716977,-0.00583796811439146,-0.0223594458372855,0.685148329958133,NA,-0.0071765273000241,-0.02668574219277,0.0363437779239033
"49",100000050,"France_2","France","summer","family",20,NA,0.0589626231205659,NA,NA,-0.0150070779651992,0.0568325382432779,0.142628459269318,-0.00208174173641983,0.000174998117357328,0.0336974710090351,0.0511753056778198,0.258067625020083,-1.14791361449214,-0.049790404668805,-0.446190535103309,0.346019866632821,NA,0.00848192247574732,0.0932721369080641,0.0334736337919374
"50",100000051,"France_2","France","summer","family",21,NA,0.0557487537795894,NA,NA,-0.0139327686691836,0.00801815179826575,0.322799318533588,0.00106179310467794,-0.00137991575959034,9.9574747238215e-05,0.0335679580114402,0.122794562315614,-0.868894557560473,-0.105130503367921,-0.814282429622312,0.0822392002780329,NA,0.00258911030357045,-0.0380449841034747,-0.0473585005045228
"51",100000052,"France_2","France","summer","family",18,NA,0.0260757804821512,NA,NA,-0.0114311582374374,0.0137248121059641,0.235028416338221,0.000959813793165011,-0.00321512650479534,0.0200505990225138,0.0230922423245078,0.622999378614936,-0.318939169789657,-0.0126338578435743,0.16552232974494,0.77170745424192,NA,0.00976717880774801,0.0109195834278734,-0.00304256437994336
"52",100000053,"France_2","France","fall","family",13,NA,0.0957422541478735,NA,NA,-0.0198438102563829,0.10328924053806,0.261707155424412,-0.00408793503948988,0.00635183406366511,0.00619329825530594,0.0883971542565043,0.150504283226569,-1.02456971900258,-0.0805482368820223,-1.09985421745587,0.200916582973534,NA,0.00556408265617099,0.0919406551342741,0.0135148684344201
"53",100000054,"France_2","France","fall","family",15,NA,0.0471383202712518,NA,NA,-0.0161069600923047,0.00259746972882143,0.029418864119146,-0.000106171711700029,0.00590891410205978,-0.00692702154473292,-0.000569692258377283,-0.471940151495723,-1.43315400241084,-0.108473493468879,-0.620143645564739,-0.114184864309469,NA,0.0221811386474152,-0.0369415656245437,-0.0732647985513261
"54",100000055,"France_2","France","fall","family",25,NA,0.0306032012503891,NA,NA,-0.0218306369902783,0.0271988144828846,0.625201061179479,-0.00412614600009624,-0.0027874637289647,0.0513534406426985,0.0308154130556911,0.949332381955269,-0.222171417360619,-0.0201783690703596,0.342817562157601,1.27322826675328,NA,0.0465463950491177,-0.0403383143319301,0.0178763025026721
"55",100000056,"France_2","France","summer","family",24,NA,0.0143387983486467,NA,NA,-0.00193205879197046,-0.0378626725259895,-0.0506606961840321,0.00110426750415081,0.00252817796574105,-0.0183195453605727,0.0127321754765723,-0.226575555467619,-0.237909309756564,-0.00952876649825093,-0.422688327631577,-0.07361751910377,NA,-0.00302247054736353,0.0736078202110912,-0.0138401146277245
"56",100000057,"France_2","France","summer","family",21,NA,0.00419167185187581,NA,NA,-0.00624316532176849,0.0143452057738332,-0.013521460061487,-0.000573563912258078,0.000701959310103311,0.0131758172129183,0.0151109392106024,0.413972643108754,-0.392957974091409,-0.0338769350478226,-0.342161052853,0.167888325562702,NA,0.0186774173521347,0.0219402590414586,0.0554497954413336
"57",100000058,"France_2","France","fall","family",23,NA,0.028996743873377,NA,NA,-0.0195352964896098,-0.0142689684502012,0.187650805085437,-0.0167436246816088,0.000596322515498367,0.00252397075526915,-0.00392293618595218,0.205576036475502,-0.443492459827419,-0.0389905434528404,-0.200168054916021,0.291181788670366,NA,0.050352904724107,-0.0227690461967145,0.000762091234218639
"58",100000059,"France_2","France","summer","family",23,NA,0.0538945781408113,NA,NA,-0.00837123242896701,-0.00322010946002947,0.0739563685023424,-0.0051324888012729,0.00224749377353487,-0.00348631974258664,0.0377419173268912,0.0647976247506592,-1.02866982476784,-0.0582022983629848,-0.730525952520318,-0.0975981006207865,NA,0.00198061021308148,-0.0213749652052909,0.0226464546678244
"59",100000060,"France_2","France","summer","family",23,NA,0.0458308527930775,NA,NA,-0.00770350747508487,0.0240264358974185,-0.155718188110077,-0.000967649018927891,1.31729028802542e-05,0.00640681239345045,0.0505351237248341,-0.15914628515884,-0.529972189667639,-0.0363387196363992,-0.510438334507098,-0.105022297009425,NA,-0.0062955874081608,-0.032232619007138,0.0256579343990999
"60",100000061,"France_2","France","fall","family",22,NA,0.205274230983088,NA,NA,-0.0530218181414273,-0.0159748135520709,-0.101868698120871,0.0013614240053967,-0.00292467584050491,0.000170274061206458,0.244765750427222,-0.121820770870679,-1.55597098898324,-0.151314770283678,-0.654867073889564,0.0467122190277577,NA,0.00373049575368585,-0.0406001567059093,0.057499735071127
"61",100000062,"France_2","France","summer","family",22,NA,0.00893281866256881,NA,NA,-0.00667846583991743,-0.0118844968203565,0.022462506407937,-0.00119712668772269,0.000969460431363339,-0.00456798876832751,0.0113899035384881,0.0330116469908289,-0.392677390963443,-0.0440629198764259,-0.255665206647831,-0.0739818512098815,NA,-0.00674682426189624,0.0122146185319671,-0.0682152334237024
"62",100000063,"France_2","France","summer","family",24,NA,0.016269762925397,NA,NA,-0.00571653060749694,0.0217236891668189,0.240234943845166,-0.00421133733076958,0.000892114931942644,0.00323695365541671,0.0135903402737108,0.277760873157969,-0.387725181849078,-0.00736181245843609,0.0226677497101492,0.367452549456924,NA,-0.0123124102690378,-0.0306423395868822,0.00497391847826038
"63",100000064,"France_2","France","summer","family",25,NA,0.0128976913035609,NA,NA,-0.00761446145561025,-0.00064015640718532,0.0843035631405307,0.000485434392944783,0.00057035125436536,0.0147698186276991,6.71275287113983e-05,0.0829643610163847,-0.518867751999882,-0.0284107126940317,-0.137796662792574,0.0902867625401637,NA,-0.0080730978866826,0.0254029697114847,-0.0401013164735005
"64",100000065,"France_2","France","summer","family",21,NA,0.0255280868869999,NA,NA,-0.00192717760647949,0.0194017450346839,0.27453463094056,-0.00214942363592957,-0.000925399075240655,0.0203057686322602,0.0300934625152789,0.476211630726314,0.492555833874364,0.0261682962815015,0.124143712429825,0.642860659307834,NA,-0.000315443141341238,-0.0446681063218966,0.0102885751611362
"65",100000066,"France_2","France","summer","family",25,NA,0.0450293224486671,NA,NA,-0.00436563825608127,-0.00359081015061322,0.167446382350671,-0.000816807475716898,-0.000933376768720715,0.00644573408897788,0.0072125046558473,0.264268995650142,0.111335381100793,-0.0182700220137403,0.0316727061209608,0.232090460141882,NA,-0.00277414773858756,-0.0267848591151594,-0.00592119120149555
"66",100000067,"France_2","France","summer","family",22,NA,0.0243994616114352,NA,NA,-0.00407526096178309,0.0231308960195206,0.191143360911459,-0.00536532238964952,-0.00140120356551241,0.0116722503898982,0.0213735543574256,0.245339513465663,0.130044519685229,0.00842768669027565,0.13010233522515,0.488949629148235,NA,-0.00614768523986044,-0.0477881860214124,-0.0676109511821266
"67",100000068,"France_2","France","summer","family",24,NA,0.0131972400189807,NA,NA,0.00573852709247806,0.0325426542946461,0.0344218771679062,-0.00571188655716054,0.00075354438906634,0.0128406295747209,0.0442415963507422,0.0309780534390052,0.8700266095099,0.0527936785071378,-0.0861351955705668,-0.050337096136682,NA,0.00237795043058523,0.00297581937602224,0.00518000530225373
"68",100000069,"France_2","France","summer","family",23,NA,0.0302033255662935,NA,NA,-0.00670289084629194,0.0348512788652965,0.194078382985707,-0.00212138721345082,0.000775015218239908,0.0152244374876768,0.0328362674902962,0.368592184414704,0.0180821708689576,-0.000233794560778836,0.0775527335499426,0.626749213992318,NA,0.00159874906738186,-8.73142750984366e-05,-0.0103047669353234
"69",100000070,"France_2","France","summer","family",20,NA,0.0402888178116053,NA,NA,0.000713546205516433,0.0537287896456532,0.333073122601721,-0.014816091169348,0.00599113529580451,0.0167617130791659,0.0143324133168527,0.433275474029949,0.185671841745838,0.0286756056572712,-0.0923952031917236,0.699603303192584,NA,-0.0103281247869219,0.0133065592764051,-0.0846613308432631
"70",100000071,"France_2","France","summer","family",23,NA,0.017802139314423,NA,NA,-0.00406214051863994,0.0446369199648225,0.247133115269042,-0.00257279250458297,-0.0034931247050035,0.0322947967128677,0.0369766139400537,0.484172413836639,0.548391792021452,0.0194149130227955,0.245800388742912,0.666885110156985,NA,-0.0154318819123477,-0.0101500079795941,0.00546059875988001
"71",100000072,"France_2","France","summer","family",25,NA,0.00995165692197603,NA,NA,-0.00461349507107369,0.00660896055869597,0.48472277962514,0.00710177514001849,-0.00120772986530961,0.0128761380941516,0.0204251354067474,0.53373094287617,0.491811894842182,0.0137485485817117,0.374383441043225,0.65955320305031,NA,-0.00600766304116866,-0.0104310229040374,9.85636328678194e-05
"72",100000073,"France_2","France","summer","family",24,NA,-0.000798783327684593,NA,NA,0.00121880944208164,-0.0157243300025197,0.311781795013303,-0.00344791548686945,-0.00144569826225639,0.0177394549475667,0.0167220309906372,0.444390189162722,0.518680233779703,0.0237238099519922,0.207818631229474,0.307157719739156,NA,-0.00636566579967535,-0.0411504927440986,0.0556528967502013
"73",100000074,"France_2","France","spring","family",18,NA,0.0267305810403812,NA,NA,-0.0177136596461219,-0.0190809557191144,0.256136694231235,0.00794363219221766,-0.00501025584934178,0.0576136173916394,-0.0073140363629783,0.288630785909125,-0.798910455973632,-0.0309116263717132,-0.0666684029859322,0.709067607532785,NA,-0.00838701134698012,-0.0442604558325329,0.00644645724287696
"74",100000075,"France_2","France","summer","family",22,NA,-0.0164976818845093,NA,NA,0.00168306659875181,-0.0157025667997234,-0.0132344525475089,0.00536077767735966,0.0014294953310935,0.00348576925253506,-0.0156297491874034,0.0316868792720351,-0.0658551255058009,0.00634373450680889,0.294247623195822,0.170383863298281,NA,0.00854225560722393,-0.0446107577163274,-0.0133344224038042
"75",100000076,"France_2","France","summer","family",23,NA,0.000836525498878004,NA,NA,-0.00474808532943365,0.00120082273345026,0.229011464531488,-0.000675518548247474,-0.000101077106637926,0.0130127673417288,-0.00133684401064089,0.232111102976962,0.160527576106946,0.0321327837224463,0.283533999937091,0.262090793358687,NA,0.0118155126420546,-0.0360300503274392,-0.0109432092166923
"76",100000077,"France_2","France","summer","family",23,NA,0.0206864423942559,NA,NA,-0.00424008996848228,0.0323352832769855,0.26130049170937,-0.00406825650684842,-0.00240501518889612,-0.0109551376574907,-0.0157893926226556,0.0461665397056052,-1.02286418517494,-0.0227394196542747,-0.186703156884598,-0.113736207644883,NA,-0.00228412045430108,-0.0472346038240992,-0.0975520001592161
