sample_id,site_id,day,month,year,taxon_id,taxon,abundance,listed in freshwaterecology.com,,
113000001_6to8_2013,113000001,NA,6to8,2013,4968,Dictyogenus sp.,2.6,4968,,
113000001_6to8_2013,113000001,NA,6to8,2013,5097,Empididae Gen. sp.,4.3,5097,,
113000001_6to8_2013,113000001,NA,6to8,2013,5119,Epeorus sp.,1.3,5119,,
113000001_6to8_2013,113000001,NA,6to8,2013,5673,Isoperla sp.,2.3,5673,,
113000001_6to8_2013,113000001,NA,6to8,2013,5790,Leuctra sp.,16,5790,,
113000001_6to8_2013,113000001,NA,6to8,2013,5809,Limnephilidae Gen. sp.,6.5,5809,,
113000001_6to8_2013,113000001,NA,6to8,2013,8483,Limoniidae Gen. sp.,16.9,8483,,
113000001_6to8_2013,113000001,NA,6to8,2013,6108,Nemoura sp.,7.6,6108,,
113000001_6to8_2013,113000001,NA,6to8,2013,6377,Perlodes sp.,2.2,6377,,
113000001_6to8_2013,113000001,NA,6to8,2013,6616,Protonemura sp.,83.2,6616,,
113000001_6to8_2013,113000001,NA,6to8,2013,8753,Psychodidae Gen. sp.,3.7,8753,,
113000001_6to8_2013,113000001,NA,6to8,2013,6682,Rhabdiopteryx sp.,41.3,6682,,
113000001_6to8_2013,113000001,NA,6to8,2013,6780,Rhyacophila sp.,19.1,6780,,
113000001_6to8_2013,113000001,NA,6to8,2013,6842,Simuliidae Gen. sp.,18.8,6842,,
113000001_6to8_2013,113000001,NA,6to8,2013,6867,Siphonoperla sp.,1.3,6867,,
113000001_6to8_2013,113000001,NA,6to8,2013,8487,Tipulidae Gen. sp.,3.9,8487,,
113000001_6to8_2014,113000001,NA,6to8,2014,4419,Baetis sp.,42.8,4419,,
113000001_6to8_2014,113000001,NA,6to8,2014,4642,Chironomidae Gen. sp.,105.6,4642,,
113000001_6to8_2014,113000001,NA,6to8,2014,4671,Chloroperla sp.,6.1,4671,,
113000001_6to8_2014,113000001,NA,6to8,2014,4968,Dictyogenus sp.,3.4,4968,,
113000001_6to8_2014,113000001,NA,6to8,2014,5097,Empididae Gen. sp.,1.6,5097,,
113000001_6to8_2014,113000001,NA,6to8,2014,5790,Leuctra sp.,4.9,5790,,
113000001_6to8_2014,113000001,NA,6to8,2014,5809,Limnephilidae Gen. sp.,3.2,5809,,
113000001_6to8_2014,113000001,NA,6to8,2014,8483,Limoniidae Gen. sp.,7.8,8483,,
113000001_6to8_2014,113000001,NA,6to8,2014,6108,Nemoura sp.,6.2,6108,,
113000001_6to8_2014,113000001,NA,6to8,2014,6616,Protonemura sp.,183.7,6616,,
113000001_6to8_2014,113000001,NA,6to8,2014,6682,Rhabdiopteryx sp.,10.8,6682,,
113000001_6to8_2014,113000001,NA,6to8,2014,6780,Rhyacophila sp.,8.3,6780,,
113000001_6to8_2014,113000001,NA,6to8,2014,6842,Simuliidae Gen. sp.,4.5,6842,,
113000001_6to8_2014,113000001,NA,6to8,2014,6867,Siphonoperla sp.,1.3,6867,,
113000001_6to8_2015,113000001,NA,6to8,2015,4419,Baetis sp.,46.1,4419,,
113000001_6to8_2015,113000001,NA,6to8,2015,4465,Blephariceridae Gen. sp.,1.6,4465,,
113000001_6to8_2015,113000001,NA,6to8,2015,4642,Chironomidae Gen. sp.,266.1,4642,,
113000001_6to8_2015,113000001,NA,6to8,2015,4989,Dixa sp.,1.6,4989,,
113000001_6to8_2015,113000001,NA,6to8,2015,5097,Empididae Gen. sp.,1.6,5097,,
113000001_6to8_2015,113000001,NA,6to8,2015,5790,Leuctra sp.,3.2,5790,,
113000001_6to8_2015,113000001,NA,6to8,2015,5809,Limnephilidae Gen. sp.,4.9,5809,,
113000001_6to8_2015,113000001,NA,6to8,2015,8483,Limoniidae Gen. sp.,34.5,8483,,
113000001_6to8_2015,113000001,NA,6to8,2015,9249,Mermithidae Gen. sp.,1.6,,,
113000001_6to8_2015,113000001,NA,6to8,2015,6108,Nemoura sp.,1.6,6108,,
113000001_6to8_2015,113000001,NA,6to8,2015,8478,Polycentropodidae Gen. sp.,1.6,8478,,
113000001_6to8_2015,113000001,NA,6to8,2015,6616,Protonemura sp.,253.5,6616,,
113000001_6to8_2015,113000001,NA,6to8,2015,6682,Rhabdiopteryx sp.,4.9,6682,,
113000001_6to8_2015,113000001,NA,6to8,2015,6780,Rhyacophila sp.,3.3,6780,,
113000001_6to8_2015,113000001,NA,6to8,2015,6842,Simuliidae Gen. sp.,26.4,6842,,
113000001_6to8_2016,113000001,NA,6to8,2016,4419,Baetis sp.,80.7,4419,,
113000001_6to8_2016,113000001,NA,6to8,2016,4642,Chironomidae Gen. sp.,309.6,4642,,
113000001_6to8_2016,113000001,NA,6to8,2016,4671,Chloroperla sp.,1.6,4671,,
113000001_6to8_2016,113000001,NA,6to8,2016,4771,Crenobia alpina,1.6,4771,,
113000001_6to8_2016,113000001,NA,6to8,2016,4968,Dictyogenus sp.,4.9,4968,,
113000001_6to8_2016,113000001,NA,6to8,2016,5097,Empididae Gen. sp.,1.6,5097,,
113000001_6to8_2016,113000001,NA,6to8,2016,5790,Leuctra sp.,4.9,5790,,
113000001_6to8_2016,113000001,NA,6to8,2016,5809,Limnephilidae Gen. sp.,3.2,5809,,
113000001_6to8_2016,113000001,NA,6to8,2016,8483,Limoniidae Gen. sp.,31.3,8483,,
113000001_6to8_2016,113000001,NA,6to8,2016,7490,Lumbriculidae Gen. sp.,1.6,7490,,
113000001_6to8_2016,113000001,NA,6to8,2016,6108,Nemoura sp.,4.9,6108,,
113000001_6to8_2016,113000001,NA,6to8,2016,6616,Protonemura sp.,443,6616,,
113000001_6to8_2016,113000001,NA,6to8,2016,8753,Psychodidae Gen. sp.,6.6,8753,,
113000001_6to8_2016,113000001,NA,6to8,2016,6682,Rhabdiopteryx sp.,18.1,6682,,
113000001_6to8_2016,113000001,NA,6to8,2016,6780,Rhyacophila sp.,9.8,6780,,
113000001_6to8_2016,113000001,NA,6to8,2016,6842,Simuliidae Gen. sp.,4.9,6842,,
113000001_6to8_2017,113000001,NA,6to8,2017,4419,Baetis sp.,55.99472991,4419,,
113000001_6to8_2017,113000001,NA,6to8,2017,4642,Chironomidae Gen. sp.,111.9894598,4642,,
113000001_6to8_2017,113000001,NA,6to8,2017,4968,Dictyogenus sp.,4.940711462,4968,,
113000001_6to8_2017,113000001,NA,6to8,2017,5097,Empididae Gen. sp.,3.293807642,5097,,
113000001_6to8_2017,113000001,NA,6to8,2017,5809,Limnephilidae Gen. sp.,4.940711462,5809,,
113000001_6to8_2017,113000001,NA,6to8,2017,8483,Limoniidae Gen. sp.,4.940711462,8483,,
113000001_6to8_2017,113000001,NA,6to8,2017,6108,Nemoura sp.,3.293807642,6108,,
113000001_6to8_2017,113000001,NA,6to8,2017,14641,Pediciidae Gen. sp.,11.52832675,14641,,
113000001_6to8_2017,113000001,NA,6to8,2017,6616,Protonemura sp.,186.1001318,6616,,
113000001_6to8_2017,113000001,NA,6to8,2017,8753,Psychodidae Gen. sp.,1.646903821,8753,,
113000001_6to8_2017,113000001,NA,6to8,2017,6747,Rhithrogena sp.,1.646903821,6747,,
113000001_6to8_2017,113000001,NA,6to8,2017,6780,Rhyacophila sp.,4.940711462,6780,,
113000001_6to8_2017,113000001,NA,6to8,2017,6842,Simuliidae Gen. sp.,9.881422925,6842,,
113000002_6to8_2010,113000002,NA,6to8,2010,4419,Baetis sp.,131.9,4419,,
113000002_6to8_2010,113000002,NA,6to8,2010,4552,Capnia sp.,1.8,4552,,
113000002_6to8_2010,113000002,NA,6to8,2010,4642,Chironomidae Gen. sp.,152.6,4642,,
113000002_6to8_2010,113000002,NA,6to8,2010,4968,Dictyogenus sp.,4.2,4968,,
113000002_6to8_2010,113000002,NA,6to8,2010,4989,Dixa sp.,3.5,4989,,
113000002_6to8_2010,113000002,NA,6to8,2010,5053,Ecdyonurus sp.,20.1,5053,,
113000002_6to8_2010,113000002,NA,6to8,2010,5097,Empididae Gen. sp.,3.4,5097,,
113000002_6to8_2010,113000002,NA,6to8,2010,5119,Epeorus sp.,1.9,5119,,
113000002_6to8_2010,113000002,NA,6to8,2010,5673,Isoperla sp.,10.8,5673,,
113000002_6to8_2010,113000002,NA,6to8,2010,5790,Leuctra sp.,38.3,5790,,
113000002_6to8_2010,113000002,NA,6to8,2010,5809,Limnephilidae Gen. sp.,24.2,5809,,
113000002_6to8_2010,113000002,NA,6to8,2010,8483,Limoniidae Gen. sp.,12,8483,,
113000002_6to8_2010,113000002,NA,6to8,2010,6068,Naididae Gen. sp.,1.7,6068,,
113000002_6to8_2010,113000002,NA,6to8,2010,6108,Nemoura sp.,1.6,6108,,
113000002_6to8_2010,113000002,NA,6to8,2010,6616,Protonemura sp.,11.4,6616,,
113000002_6to8_2010,113000002,NA,6to8,2010,8753,Psychodidae Gen. sp.,3.7,8753,,
113000002_6to8_2010,113000002,NA,6to8,2010,6682,Rhabdiopteryx sp.,65,6682,,
113000002_6to8_2010,113000002,NA,6to8,2010,6747,Rhithrogena sp.,7.3,6747,,
113000002_6to8_2010,113000002,NA,6to8,2010,6780,Rhyacophila sp.,3.4,6780,,
113000002_6to8_2010,113000002,NA,6to8,2010,9311,Sericostomatidae Gen. sp.,1.5,9311,,
113000002_6to8_2010,113000002,NA,6to8,2010,6842,Simuliidae Gen. sp.,36.2,6842,,
113000002_6to8_2010,113000002,NA,6to8,2010,7117,Tubificidae Gen. sp.,1.5,7117,,
113000002_6to8_2011,113000002,NA,6to8,2011,4419,Baetis sp.,145.7,4419,,
113000002_6to8_2011,113000002,NA,6to8,2011,4465,Blephariceridae Gen. sp.,1.3,4465,,
113000002_6to8_2011,113000002,NA,6to8,2011,4552,Capnia sp.,1.4,4552,,
113000002_6to8_2011,113000002,NA,6to8,2011,4642,Chironomidae Gen. sp.,136.2,4642,,
113000002_6to8_2011,113000002,NA,6to8,2011,4968,Dictyogenus sp.,6.2,4968,,
113000002_6to8_2011,113000002,NA,6to8,2011,4989,Dixa sp.,1.4,4989,,
113000002_6to8_2011,113000002,NA,6to8,2011,5053,Ecdyonurus sp.,1.3,5053,,
113000002_6to8_2011,113000002,NA,6to8,2011,5673,Isoperla sp.,12.9,5673,,
113000002_6to8_2011,113000002,NA,6to8,2011,5790,Leuctra sp.,32.6,5790,,
113000002_6to8_2011,113000002,NA,6to8,2011,5809,Limnephilidae Gen. sp.,43.6,5809,,
113000002_6to8_2011,113000002,NA,6to8,2011,8483,Limoniidae Gen. sp.,23.2,8483,,
113000002_6to8_2011,113000002,NA,6to8,2011,5900,Lumbricidae Gen. sp.,1.3,5900,,
113000002_6to8_2011,113000002,NA,6to8,2011,6108,Nemoura sp.,2.2,6108,,
113000002_6to8_2011,113000002,NA,6to8,2011,6377,Perlodes sp.,1.3,6377,,
113000002_6to8_2011,113000002,NA,6to8,2011,8478,Polycentropodidae Gen. sp.,1.3,8478,,
113000002_6to8_2011,113000002,NA,6to8,2011,6616,Protonemura sp.,59.2,6616,,
113000002_6to8_2011,113000002,NA,6to8,2011,8753,Psychodidae Gen. sp.,1.3,8753,,
113000002_6to8_2011,113000002,NA,6to8,2011,6682,Rhabdiopteryx sp.,88,6682,,
113000002_6to8_2011,113000002,NA,6to8,2011,6747,Rhithrogena sp.,2.2,6747,,
113000002_6to8_2011,113000002,NA,6to8,2011,6780,Rhyacophila sp.,24.8,6780,,
113000002_6to8_2011,113000002,NA,6to8,2011,9311,Sericostomatidae Gen. sp.,1.3,9311,,
113000002_6to8_2011,113000002,NA,6to8,2011,6842,Simuliidae Gen. sp.,82.9,6842,,
113000002_6to8_2011,113000002,NA,6to8,2011,8487,Tipulidae Gen. sp.,2.6,8487,,
113000002_6to8_2012,113000002,NA,6to8,2012,4419,Baetis sp.,138.2,4419,,
113000002_6to8_2012,113000002,NA,6to8,2012,4465,Blephariceridae Gen. sp.,1.3,4465,,
113000002_6to8_2012,113000002,NA,6to8,2012,4552,Capnia sp.,3,4552,,
113000002_6to8_2012,113000002,NA,6to8,2012,4642,Chironomidae Gen. sp.,118.3,4642,,
113000002_6to8_2012,113000002,NA,6to8,2012,4771,Crenobia alpina,1.9,4771,,
113000002_6to8_2012,113000002,NA,6to8,2012,4968,Dictyogenus sp.,12.6,4968,,
113000002_6to8_2012,113000002,NA,6to8,2012,5053,Ecdyonurus sp.,2.6,5053,,
113000002_6to8_2012,113000002,NA,6to8,2012,17779,Elmis sp.,1.3,,,
113000002_6to8_2012,113000002,NA,6to8,2012,5097,Empididae Gen. sp.,1.3,5097,,
113000002_6to8_2012,113000002,NA,6to8,2012,5673,Isoperla sp.,15.4,5673,,
113000002_6to8_2012,113000002,NA,6to8,2012,5790,Leuctra sp.,39,5790,,
113000002_6to8_2012,113000002,NA,6to8,2012,5809,Limnephilidae Gen. sp.,53.4,5809,,
113000002_6to8_2012,113000002,NA,6to8,2012,8483,Limoniidae Gen. sp.,38.6,8483,,
113000002_6to8_2012,113000002,NA,6to8,2012,5900,Lumbricidae Gen. sp.,1.3,5900,,
113000002_6to8_2012,113000002,NA,6to8,2012,6377,Perlodes sp.,2.2,6377,,
113000002_6to8_2012,113000002,NA,6to8,2012,8478,Polycentropodidae Gen. sp.,2.2,8478,,
113000002_6to8_2012,113000002,NA,6to8,2012,6616,Protonemura sp.,109.8,6616,,
113000002_6to8_2012,113000002,NA,6to8,2012,8753,Psychodidae Gen. sp.,2.6,8753,,
113000002_6to8_2012,113000002,NA,6to8,2012,6682,Rhabdiopteryx sp.,118.6,6682,,
113000002_6to8_2012,113000002,NA,6to8,2012,6747,Rhithrogena sp.,1.3,6747,,
113000002_6to8_2012,113000002,NA,6to8,2012,6780,Rhyacophila sp.,12.7,6780,,
113000002_6to8_2012,113000002,NA,6to8,2012,9311,Sericostomatidae Gen. sp.,1.3,9311,,
113000002_6to8_2012,113000002,NA,6to8,2012,6842,Simuliidae Gen. sp.,50.9,6842,,
113000002_6to8_2013,113000002,NA,6to8,2013,4419,Baetis sp.,62.8,4419,,
113000002_6to8_2013,113000002,NA,6to8,2013,4642,Chironomidae Gen. sp.,37.3,4642,,
113000002_6to8_2013,113000002,NA,6to8,2013,4771,Crenobia alpina,2.5,4771,,
113000002_6to8_2013,113000002,NA,6to8,2013,4968,Dictyogenus sp.,2.6,4968,,
113000002_6to8_2013,113000002,NA,6to8,2013,5053,Ecdyonurus sp.,1.3,5053,,
113000002_6to8_2013,113000002,NA,6to8,2013,5097,Empididae Gen. sp.,1.5,5097,,
113000002_6to8_2013,113000002,NA,6to8,2013,5673,Isoperla sp.,1.4,5673,,
113000002_6to8_2013,113000002,NA,6to8,2013,5790,Leuctra sp.,34,5790,,
113000002_6to8_2013,113000002,NA,6to8,2013,5809,Limnephilidae Gen. sp.,10.3,5809,,
113000002_6to8_2013,113000002,NA,6to8,2013,8483,Limoniidae Gen. sp.,12,8483,,
113000002_6to8_2013,113000002,NA,6to8,2013,6068,Naididae Gen. sp.,2.2,6068,,
113000002_6to8_2013,113000002,NA,6to8,2013,6108,Nemoura sp.,2.6,6108,,
113000002_6to8_2013,113000002,NA,6to8,2013,14641,Pediciidae Gen. sp.,1.3,14641,,
113000002_6to8_2013,113000002,NA,6to8,2013,6377,Perlodes sp.,1.9,6377,,
113000002_6to8_2013,113000002,NA,6to8,2013,6616,Protonemura sp.,60.8,6616,,
113000002_6to8_2013,113000002,NA,6to8,2013,8753,Psychodidae Gen. sp.,1.3,8753,,
113000002_6to8_2013,113000002,NA,6to8,2013,6682,Rhabdiopteryx sp.,17.6,6682,,
113000002_6to8_2013,113000002,NA,6to8,2013,6747,Rhithrogena sp.,1.3,6747,,
113000002_6to8_2013,113000002,NA,6to8,2013,6780,Rhyacophila sp.,16.2,6780,,
113000002_6to8_2013,113000002,NA,6to8,2013,6842,Simuliidae Gen. sp.,17.9,6842,,
113000002_6to8_2014,113000002,NA,6to8,2014,4419,Baetis sp.,42.8,4419,,
113000002_6to8_2014,113000002,NA,6to8,2014,4465,Blephariceridae Gen. sp.,1.8,4465,,
113000002_6to8_2014,113000002,NA,6to8,2014,4642,Chironomidae Gen. sp.,94,4642,,
113000002_6to8_2014,113000002,NA,6to8,2014,4968,Dictyogenus sp.,1.6,4968,,
113000002_6to8_2014,113000002,NA,6to8,2014,5790,Leuctra sp.,8.2,5790,,
113000002_6to8_2014,113000002,NA,6to8,2014,5809,Limnephilidae Gen. sp.,4.8,5809,,
113000002_6to8_2014,113000002,NA,6to8,2014,8483,Limoniidae Gen. sp.,7.8,8483,,
113000002_6to8_2014,113000002,NA,6to8,2014,9249,Mermithidae Gen. sp.,2.5,,,
113000002_6to8_2014,113000002,NA,6to8,2014,6068,Naididae Gen. sp.,1.3,6068,,
113000002_6to8_2014,113000002,NA,6to8,2014,6108,Nemoura sp.,4.9,6108,,
113000002_6to8_2014,113000002,NA,6to8,2014,14641,Pediciidae Gen. sp.,1.3,14641,,
113000002_6to8_2014,113000002,NA,6to8,2014,6616,Protonemura sp.,109.5,6616,,
113000002_6to8_2014,113000002,NA,6to8,2014,6682,Rhabdiopteryx sp.,2,6682,,
113000002_6to8_2014,113000002,NA,6to8,2014,6780,Rhyacophila sp.,6.7,6780,,
113000002_6to8_2014,113000002,NA,6to8,2014,6842,Simuliidae Gen. sp.,3.2,6842,,
113000002_6to8_2015,113000002,NA,6to8,2015,4419,Baetis sp.,125.2,4419,,
113000002_6to8_2015,113000002,NA,6to8,2015,4465,Blephariceridae Gen. sp.,6.8,4465,,
113000002_6to8_2015,113000002,NA,6to8,2015,4642,Chironomidae Gen. sp.,335.6,4642,,
113000002_6to8_2015,113000002,NA,6to8,2015,4671,Chloroperla sp.,9.9,4671,,
113000002_6to8_2015,113000002,NA,6to8,2015,4968,Dictyogenus sp.,69.2,4968,,
113000002_6to8_2015,113000002,NA,6to8,2015,4989,Dixa sp.,1.6,4989,,
113000002_6to8_2015,113000002,NA,6to8,2015,5097,Empididae Gen. sp.,4.9,5097,,
113000002_6to8_2015,113000002,NA,6to8,2015,5119,Epeorus sp.,3.2,5119,,
113000002_6to8_2015,113000002,NA,6to8,2015,5790,Leuctra sp.,11.5,5790,,
113000002_6to8_2015,113000002,NA,6to8,2015,5809,Limnephilidae Gen. sp.,44.4,5809,,
113000002_6to8_2015,113000002,NA,6to8,2015,8483,Limoniidae Gen. sp.,29.6,8483,,
113000002_6to8_2015,113000002,NA,6to8,2015,6108,Nemoura sp.,11.5,6108,,
113000002_6to8_2015,113000002,NA,6to8,2015,6616,Protonemura sp.,668.8,6616,,
113000002_6to8_2015,113000002,NA,6to8,2015,8753,Psychodidae Gen. sp.,3.3,8753,,
113000002_6to8_2015,113000002,NA,6to8,2015,6682,Rhabdiopteryx sp.,4.9,6682,,
113000002_6to8_2015,113000002,NA,6to8,2015,6780,Rhyacophila sp.,6.6,6780,,
113000002_6to8_2015,113000002,NA,6to8,2015,6842,Simuliidae Gen. sp.,70.8,6842,,
113000002_6to8_2015,113000002,NA,6to8,2015,8487,Tipulidae Gen. sp.,3.3,8487,,
113000002_6to8_2016,113000002,NA,6to8,2016,4419,Baetis sp.,105.4,4419,,
113000002_6to8_2016,113000002,NA,6to8,2016,4465,Blephariceridae Gen. sp.,3.3,4465,,
113000002_6to8_2016,113000002,NA,6to8,2016,4642,Chironomidae Gen. sp.,222.3,4642,,
113000002_6to8_2016,113000002,NA,6to8,2016,4968,Dictyogenus sp.,1.6,4968,,
113000002_6to8_2016,113000002,NA,6to8,2016,5790,Leuctra sp.,8.2,5790,,
113000002_6to8_2016,113000002,NA,6to8,2016,5809,Limnephilidae Gen. sp.,4.8,5809,,
113000002_6to8_2016,113000002,NA,6to8,2016,8483,Limoniidae Gen. sp.,11.5,8483,,
113000002_6to8_2016,113000002,NA,6to8,2016,9249,Mermithidae Gen. sp.,1.6,,,
113000002_6to8_2016,113000002,NA,6to8,2016,6108,Nemoura sp.,4.9,6108,,
113000002_6to8_2016,113000002,NA,6to8,2016,6616,Protonemura sp.,446.4,6616,,
113000002_6to8_2016,113000002,NA,6to8,2016,6682,Rhabdiopteryx sp.,1.6,6682,,
113000002_6to8_2016,113000002,NA,6to8,2016,6780,Rhyacophila sp.,3.2,6780,,
113000002_6to8_2016,113000002,NA,6to8,2016,6842,Simuliidae Gen. sp.,3.2,6842,,
113000002_6to8_2017,113000002,NA,6to8,2017,4419,Baetis sp.,6.587615283,4419,,
113000002_6to8_2017,113000002,NA,6to8,2017,4465,Blephariceridae Gen. sp.,1.646903821,4465,,
113000002_6to8_2017,113000002,NA,6to8,2017,4642,Chironomidae Gen. sp.,67.52305665,4642,,
113000002_6to8_2017,113000002,NA,6to8,2017,5790,Leuctra sp.,1.646903821,5790,,
113000002_6to8_2017,113000002,NA,6to8,2017,5809,Limnephilidae Gen. sp.,1.646903821,5809,,
113000002_6to8_2017,113000002,NA,6to8,2017,8483,Limoniidae Gen. sp.,1.646903821,8483,,
113000002_6to8_2017,113000002,NA,6to8,2017,14641,Pediciidae Gen. sp.,6.587615283,14641,,
