sample_id,site_id,day,month,year,taxon_id,taxon,abundance,listed in freshwaterecology.com,
111000008_01.10.2020,111000008,1,10,2020,5097,Empididae Gen. sp.,205,5097,
111000008_01.10.2020,111000008,1,10,2020,5601,Hydropsyche pellucidula,54,5601,
111000008_01.10.2020,111000008,1,10,2020,5604,Hydropsyche siltalai,247,5604,
111000008_01.10.2020,111000008,1,10,2020,5605,Hydropsyche sp.,58,5605,
111000008_01.10.2020,111000008,1,10,2020,5616,Hydroptila sp.,2548,5616,
111000008_01.10.2020,111000008,1,10,2020,5667,Isoperla grammatica,16,5667,
111000008_01.10.2020,111000008,1,10,2020,5673,Isoperla sp.,74,5673,
111000008_01.10.2020,111000008,1,10,2020,5677,Ithytrichia lamellaris,224,5677,
111000008_01.10.2020,111000008,1,10,2020,5723,Lepidostoma hirtum,68,5723,
111000008_01.10.2020,111000008,1,10,2020,5726,Leptoceridae Gen. sp.,4,5726,
111000008_01.10.2020,111000008,1,10,2020,5732,Leptophlebia vespertina,1,5732,
111000008_01.10.2020,111000008,1,10,2020,5768,Leuctra hippopus,374,5768,
111000008_01.10.2020,111000008,1,10,2020,5779,Leuctra nigra,1,5779,
111000008_01.10.2020,111000008,1,10,2020,6122,Neureclipsis bimaculata,6,6122,
111000008_01.10.2020,111000008,1,10,2020,6268,Oxyethira sp.,25,6268,
111000008_01.10.2020,111000008,1,10,2020,6425,Pisidium sp.,10,6425,
111000008_01.10.2020,111000008,1,10,2020,6610,Protonemura meyeri,40,6610,
111000008_01.10.2020,111000008,1,10,2020,6772,Rhyacophila nubila,124,6772,
111000008_01.10.2020,111000008,1,10,2020,6842,Simuliidae Gen. sp.,176,6842,
111000008_01.10.2020,111000008,1,10,2020,6969,Taeniopteryx nebulosa,3,6969,
111000008_01.10.2020,111000008,1,10,2020,7077,Tipula sp.,1,7077,
111000008_01.10.2020,111000008,1,10,2020,8478,Polycentropodidae Gen. sp.,16,8478,
111000008_01.10.2020,111000008,1,10,2020,8670,Trichoptera Gen. sp.,2,8670,
111000008_01.10.2020,111000008,1,10,2020,8736,Oligochaeta Gen. sp.,870,8736,
111000008_01.10.2020,111000008,1,10,2020,8813,Nematoda Gen. sp.,227,,
111000008_02.11.2005,111000008,2,11,2005,11139,Siphonoperla burmeisteri,54,11139,
111000008_02.11.2005,111000008,2,11,2005,17768,Elmis aenea,13,,
111000008_02.11.2005,111000008,2,11,2005,18421,Limnius volckmari,24,,
111000008_02.11.2005,111000008,2,11,2005,19381,Pedicia rivosa ssp.,2,19381,
111000008_02.11.2005,111000008,2,11,2005,20151,Leuctra fusca-Gr.,68,20151,
111000008_02.11.2005,111000008,2,11,2005,21218,Plectrocnemia conspersa ssp.,12,21218,
111000008_02.11.2005,111000008,2,11,2005,21356,Nemoura cinerea ssp.,3,21356,
111000008_02.11.2005,111000008,2,11,2005,21659,Polycentropus flavomaculatus ssp.,46,21659,
111000008_02.11.2005,111000008,2,11,2005,4253,Agapetus ochripes,11,4253,
111000008_02.11.2005,111000008,2,11,2005,4292,Amphinemura borealis,93,4292,
111000008_02.11.2005,111000008,2,11,2005,4293,Amphinemura sp.,10,4293,
111000008_02.11.2005,111000008,2,11,2005,4295,Amphinemura sulcicollis,68,4295,
111000008_02.11.2005,111000008,2,11,2005,4334,Apatania sp.,3,4334,
111000008_02.11.2005,111000008,2,11,2005,4415,Baetis rhodani,223,4415,
111000008_02.11.2005,111000008,2,11,2005,4487,Brachyptera risi,34,4487,
111000008_02.11.2005,111000008,2,11,2005,4585,Ceratopogonidae Gen. sp.,1,4585,
111000008_02.11.2005,111000008,2,11,2005,4642,Chironomidae Gen. sp.,1812,4642,
111000008_02.11.2005,111000008,2,11,2005,4955,Dicranota sp.,11,4955,
111000008_02.11.2005,111000008,2,11,2005,5097,Empididae Gen. sp.,36,5097,
111000008_02.11.2005,111000008,2,11,2005,5601,Hydropsyche pellucidula,59,5601,
111000008_02.11.2005,111000008,2,11,2005,5604,Hydropsyche siltalai,68,5604,
111000008_02.11.2005,111000008,2,11,2005,5605,Hydropsyche sp.,175,5605,
111000008_02.11.2005,111000008,2,11,2005,5616,Hydroptila sp.,2,5616,
111000008_02.11.2005,111000008,2,11,2005,5723,Lepidostoma hirtum,18,5723,
111000008_02.11.2005,111000008,2,11,2005,5768,Leuctra hippopus,235,5768,
111000008_02.11.2005,111000008,2,11,2005,5809,Limnephilidae Gen. sp.,5,5809,
111000008_02.11.2005,111000008,2,11,2005,6122,Neureclipsis bimaculata,3,6122,
111000008_02.11.2005,111000008,2,11,2005,6268,Oxyethira sp.,32,6268,
111000008_02.11.2005,111000008,2,11,2005,6610,Protonemura meyeri,40,6610,
111000008_02.11.2005,111000008,2,11,2005,6772,Rhyacophila nubila,18,6772,
111000008_02.11.2005,111000008,2,11,2005,6842,Simuliidae Gen. sp.,49,6842,
111000008_02.11.2005,111000008,2,11,2005,7069,Tinodes waeneri ssp.,1,7069,
111000008_02.11.2005,111000008,2,11,2005,7077,Tipula sp.,17,7077,
111000008_02.11.2005,111000008,2,11,2005,8422,Nemouridae Gen. sp.,1,8422,
111000008_02.11.2005,111000008,2,11,2005,8483,Limoniidae Gen. sp.,1,8483,
111000008_02.11.2005,111000008,2,11,2005,8487,Tipulidae Gen. sp.,1,8487,
111000008_02.11.2005,111000008,2,11,2005,8736,Oligochaeta Gen. sp.,498,8736,
111000008_02.11.2005,111000008,2,11,2005,8813,Nematoda Gen. sp.,48,,
111000008_03.11.2008,111000008,3,11,2008,11139,Siphonoperla burmeisteri,41,11139,
111000008_03.11.2008,111000008,3,11,2008,13624,Diura nanseni,1,13624,
111000008_03.11.2008,111000008,3,11,2008,16982,Radix labiata,3,16982,
111000008_03.11.2008,111000008,3,11,2008,17768,Elmis aenea,229,,
111000008_03.11.2008,111000008,3,11,2008,18321,Ilybius sp.,2,,
111000008_03.11.2008,111000008,3,11,2008,18421,Limnius volckmari,511,,
111000008_03.11.2008,111000008,3,11,2008,20151,Leuctra fusca-Gr.,393,20151,
111000008_03.11.2008,111000008,3,11,2008,21218,Plectrocnemia conspersa ssp.,4,21218,
111000008_03.11.2008,111000008,3,11,2008,21356,Nemoura cinerea ssp.,1,21356,
111000008_03.11.2008,111000008,3,11,2008,21659,Polycentropus flavomaculatus ssp.,250,21659,
111000008_03.11.2008,111000008,3,11,2008,4253,Agapetus ochripes,400,4253,
111000008_03.11.2008,111000008,3,11,2008,4292,Amphinemura borealis,745,4292,
111000008_03.11.2008,111000008,3,11,2008,4295,Amphinemura sulcicollis,513,4295,
111000008_03.11.2008,111000008,3,11,2008,4331,Antocha vitripennis,221,4331,
111000008_03.11.2008,111000008,3,11,2008,4334,Apatania sp.,10,4334,
111000008_03.11.2008,111000008,3,11,2008,4415,Baetis rhodani,634,4415,
111000008_03.11.2008,111000008,3,11,2008,4487,Brachyptera risi,49,4487,
111000008_03.11.2008,111000008,3,11,2008,4585,Ceratopogonidae Gen. sp.,7,4585,
111000008_03.11.2008,111000008,3,11,2008,4642,Chironomidae Gen. sp.,7399,4642,
111000008_03.11.2008,111000008,3,11,2008,4955,Dicranota sp.,37,4955,
111000008_03.11.2008,111000008,3,11,2008,5097,Empididae Gen. sp.,23,5097,
111000008_03.11.2008,111000008,3,11,2008,5601,Hydropsyche pellucidula,74,5601,
111000008_03.11.2008,111000008,3,11,2008,5604,Hydropsyche siltalai,62,5604,
111000008_03.11.2008,111000008,3,11,2008,5605,Hydropsyche sp.,106,5605,
111000008_03.11.2008,111000008,3,11,2008,5667,Isoperla grammatica,17,5667,
111000008_03.11.2008,111000008,3,11,2008,5677,Ithytrichia lamellaris,41,5677,
111000008_03.11.2008,111000008,3,11,2008,5723,Lepidostoma hirtum,46,5723,
111000008_03.11.2008,111000008,3,11,2008,5730,Leptophlebia marginata,2,5730,
111000008_03.11.2008,111000008,3,11,2008,5731,Leptophlebia sp.,1,5731,
111000008_03.11.2008,111000008,3,11,2008,5732,Leptophlebia vespertina,1,5732,
111000008_03.11.2008,111000008,3,11,2008,5768,Leuctra hippopus,293,5768,
111000008_03.11.2008,111000008,3,11,2008,5809,Limnephilidae Gen. sp.,9,5809,
111000008_03.11.2008,111000008,3,11,2008,6062,Mystacides azurea,1,6062,
111000008_03.11.2008,111000008,3,11,2008,6122,Neureclipsis bimaculata,4,6122,
111000008_03.11.2008,111000008,3,11,2008,6268,Oxyethira sp.,62,6268,
111000008_03.11.2008,111000008,3,11,2008,6425,Pisidium sp.,1,6425,
111000008_03.11.2008,111000008,3,11,2008,6610,Protonemura meyeri,72,6610,
111000008_03.11.2008,111000008,3,11,2008,6772,Rhyacophila nubila,29,6772,
111000008_03.11.2008,111000008,3,11,2008,6842,Simuliidae Gen. sp.,564,6842,
111000008_03.11.2008,111000008,3,11,2008,6969,Taeniopteryx nebulosa,2,6969,
111000008_03.11.2008,111000008,3,11,2008,7069,Tinodes waeneri ssp.,11,7069,
111000008_03.11.2008,111000008,3,11,2008,7077,Tipula sp.,6,7077,
111000008_03.11.2008,111000008,3,11,2008,8432,Perlodidae Gen. sp.,1,8432,
111000008_03.11.2008,111000008,3,11,2008,8478,Polycentropodidae Gen. sp.,3,8478,
111000008_03.11.2008,111000008,3,11,2008,8736,Oligochaeta Gen. sp.,830,8736,
111000008_03.11.2008,111000008,3,11,2008,8813,Nematoda Gen. sp.,84,,
111000008_03.11.2008,111000008,3,11,2008,9342,Anisoptera Gen. sp.,1,9342,
111000008_05.11.2007,111000008,5,11,2007,11139,Siphonoperla burmeisteri,54,11139,
111000008_05.11.2007,111000008,5,11,2007,16982,Radix labiata,3,16982,
111000008_05.11.2007,111000008,5,11,2007,17768,Elmis aenea,83,,
111000008_05.11.2007,111000008,5,11,2007,18421,Limnius volckmari,118,,
111000008_05.11.2007,111000008,5,11,2007,20151,Leuctra fusca-Gr.,305,20151,
111000008_05.11.2007,111000008,5,11,2007,21218,Plectrocnemia conspersa ssp.,6,21218,
111000008_05.11.2007,111000008,5,11,2007,21356,Nemoura cinerea ssp.,17,21356,
111000008_05.11.2007,111000008,5,11,2007,21659,Polycentropus flavomaculatus ssp.,145,21659,
111000008_05.11.2007,111000008,5,11,2007,4253,Agapetus ochripes,6,4253,
111000008_05.11.2007,111000008,5,11,2007,4292,Amphinemura borealis,1114,4292,
111000008_05.11.2007,111000008,5,11,2007,4295,Amphinemura sulcicollis,466,4295,
111000008_05.11.2007,111000008,5,11,2007,4334,Apatania sp.,16,4334,
111000008_05.11.2007,111000008,5,11,2007,4415,Baetis rhodani,651,4415,
111000008_05.11.2007,111000008,5,11,2007,4487,Brachyptera risi,118,4487,
111000008_05.11.2007,111000008,5,11,2007,4585,Ceratopogonidae Gen. sp.,5,4585,
111000008_05.11.2007,111000008,5,11,2007,4642,Chironomidae Gen. sp.,2012,4642,
111000008_05.11.2007,111000008,5,11,2007,4771,Crenobia alpina,1,4771,
111000008_05.11.2007,111000008,5,11,2007,4955,Dicranota sp.,30,4955,
111000008_05.11.2007,111000008,5,11,2007,5097,Empididae Gen. sp.,2,5097,
111000008_05.11.2007,111000008,5,11,2007,5601,Hydropsyche pellucidula,129,5601,
111000008_05.11.2007,111000008,5,11,2007,5604,Hydropsyche siltalai,56,5604,
111000008_05.11.2007,111000008,5,11,2007,5605,Hydropsyche sp.,17,5605,
111000008_05.11.2007,111000008,5,11,2007,5616,Hydroptila sp.,2,5616,
111000008_05.11.2007,111000008,5,11,2007,5667,Isoperla grammatica,2,5667,
111000008_05.11.2007,111000008,5,11,2007,5677,Ithytrichia lamellaris,12,5677,
111000008_05.11.2007,111000008,5,11,2007,5723,Lepidostoma hirtum,61,5723,
111000008_05.11.2007,111000008,5,11,2007,5732,Leptophlebia vespertina,11,5732,
111000008_05.11.2007,111000008,5,11,2007,5768,Leuctra hippopus,706,5768,
111000008_05.11.2007,111000008,5,11,2007,5809,Limnephilidae Gen. sp.,3,5809,
111000008_05.11.2007,111000008,5,11,2007,6113,Nemurella pictetii,1,6113,
111000008_05.11.2007,111000008,5,11,2007,6122,Neureclipsis bimaculata,19,6122,
111000008_05.11.2007,111000008,5,11,2007,6268,Oxyethira sp.,38,6268,
111000008_05.11.2007,111000008,5,11,2007,6610,Protonemura meyeri,22,6610,
111000008_05.11.2007,111000008,5,11,2007,6772,Rhyacophila nubila,42,6772,
111000008_05.11.2007,111000008,5,11,2007,6842,Simuliidae Gen. sp.,124,6842,
111000008_05.11.2007,111000008,5,11,2007,7069,Tinodes waeneri ssp.,1,7069,
111000008_05.11.2007,111000008,5,11,2007,7077,Tipula sp.,31,7077,
111000008_05.11.2007,111000008,5,11,2007,8478,Polycentropodidae Gen. sp.,38,8478,
111000008_05.11.2007,111000008,5,11,2007,8483,Limoniidae Gen. sp.,1,8483,
111000008_05.11.2007,111000008,5,11,2007,8659,Muscidae Gen. sp.,1,8659,
111000008_05.11.2007,111000008,5,11,2007,8736,Oligochaeta Gen. sp.,773,8736,
111000008_05.11.2007,111000008,5,11,2007,8813,Nematoda Gen. sp.,65,,
111000008_05.11.2012,111000008,5,11,2012,11139,Siphonoperla burmeisteri,3,11139,
111000008_05.11.2012,111000008,5,11,2012,15818,Otomesostoma auditivum,1,15818,
111000008_05.11.2012,111000008,5,11,2012,16959,Radix balthica,5,16959,
111000008_05.11.2012,111000008,5,11,2012,17768,Elmis aenea,1813,,
111000008_05.11.2012,111000008,5,11,2012,17791,Elodes sp.,1,,
111000008_05.11.2012,111000008,5,11,2012,18421,Limnius volckmari,386,,
111000008_05.11.2012,111000008,5,11,2012,20151,Leuctra fusca-Gr.,1098,20151,
111000008_05.11.2012,111000008,5,11,2012,21356,Nemoura cinerea ssp.,3,21356,
111000008_05.11.2012,111000008,5,11,2012,21659,Polycentropus flavomaculatus ssp.,1093,21659,
111000008_05.11.2012,111000008,5,11,2012,4253,Agapetus ochripes,145,4253,
111000008_05.11.2012,111000008,5,11,2012,4292,Amphinemura borealis,2321,4292,
111000008_05.11.2012,111000008,5,11,2012,4295,Amphinemura sulcicollis,1892,4295,
111000008_05.11.2012,111000008,5,11,2012,4331,Antocha vitripennis,1081,4331,
111000008_05.11.2012,111000008,5,11,2012,4334,Apatania sp.,50,4334,
111000008_05.11.2012,111000008,5,11,2012,4415,Baetis rhodani,349,4415,
111000008_05.11.2012,111000008,5,11,2012,4487,Brachyptera risi,47,4487,
111000008_05.11.2012,111000008,5,11,2012,4585,Ceratopogonidae Gen. sp.,2,4585,
111000008_05.11.2012,111000008,5,11,2012,4642,Chironomidae Gen. sp.,186928,4642,
111000008_05.11.2012,111000008,5,11,2012,4771,Crenobia alpina,1,4771,
111000008_05.11.2012,111000008,5,11,2012,4877,Cyrnus trimaculatus,1,4877,
111000008_05.11.2012,111000008,5,11,2012,4955,Dicranota sp.,15,4955,
111000008_05.11.2012,111000008,5,11,2012,5097,Empididae Gen. sp.,671,5097,
111000008_05.11.2012,111000008,5,11,2012,5601,Hydropsyche pellucidula,102,5601,
111000008_05.11.2012,111000008,5,11,2012,5604,Hydropsyche siltalai,32,5604,
111000008_05.11.2012,111000008,5,11,2012,5605,Hydropsyche sp.,4010,5605,
111000008_05.11.2012,111000008,5,11,2012,5616,Hydroptila sp.,9,5616,
111000008_05.11.2012,111000008,5,11,2012,5667,Isoperla grammatica,19,5667,
111000008_05.11.2012,111000008,5,11,2012,5673,Isoperla sp.,5,5673,
111000008_05.11.2012,111000008,5,11,2012,5677,Ithytrichia lamellaris,45,5677,
111000008_05.11.2012,111000008,5,11,2012,5723,Lepidostoma hirtum,185,5723,
111000008_05.11.2012,111000008,5,11,2012,5726,Leptoceridae Gen. sp.,1,5726,
111000008_05.11.2012,111000008,5,11,2012,5732,Leptophlebia vespertina,3,5732,
111000008_05.11.2012,111000008,5,11,2012,5768,Leuctra hippopus,1485,5768,
111000008_05.11.2012,111000008,5,11,2012,5779,Leuctra nigra,1,5779,
111000008_05.11.2012,111000008,5,11,2012,5809,Limnephilidae Gen. sp.,3,5809,
111000008_05.11.2012,111000008,5,11,2012,6122,Neureclipsis bimaculata,4,6122,
111000008_05.11.2012,111000008,5,11,2012,6175,Oecetis testacea,4,6175,
111000008_05.11.2012,111000008,5,11,2012,6268,Oxyethira sp.,58,6268,
111000008_05.11.2012,111000008,5,11,2012,6425,Pisidium sp.,3,6425,
111000008_05.11.2012,111000008,5,11,2012,6610,Protonemura meyeri,97,6610,
111000008_05.11.2012,111000008,5,11,2012,6772,Rhyacophila nubila,57,6772,
111000008_05.11.2012,111000008,5,11,2012,6842,Simuliidae Gen. sp.,1193,6842,
111000008_05.11.2012,111000008,5,11,2012,7069,Tinodes waeneri ssp.,1,7069,
111000008_05.11.2012,111000008,5,11,2012,7077,Tipula sp.,3,7077,
111000008_05.11.2012,111000008,5,11,2012,8478,Polycentropodidae Gen. sp.,145,8478,
111000008_05.11.2012,111000008,5,11,2012,8483,Limoniidae Gen. sp.,2,8483,
111000008_05.11.2012,111000008,5,11,2012,8736,Oligochaeta Gen. sp.,1363,8736,
111000008_05.11.2012,111000008,5,11,2012,8750,Plecoptera Gen. sp.,3,8750,
111000008_05.11.2012,111000008,5,11,2012,8813,Nematoda Gen. sp.,897,,
111000008_05.11.2012,111000008,5,11,2012,8962,Diura sp.,1,8962,
111000008_06.10.2016,111000008,6,10,2016,11139,Siphonoperla burmeisteri,1,11139,
111000008_06.10.2016,111000008,6,10,2016,15818,Otomesostoma auditivum,74,15818,
111000008_06.10.2016,111000008,6,10,2016,17768,Elmis aenea,35,,
111000008_06.10.2016,111000008,6,10,2016,18421,Limnius volckmari,26,,
111000008_06.10.2016,111000008,6,10,2016,20151,Leuctra fusca-Gr.,42,20151,
111000008_06.10.2016,111000008,6,10,2016,21659,Polycentropus flavomaculatus ssp.,343,21659,
111000008_06.10.2016,111000008,6,10,2016,4292,Amphinemura borealis,237,4292,
111000008_06.10.2016,111000008,6,10,2016,4295,Amphinemura sulcicollis,133,4295,
111000008_06.10.2016,111000008,6,10,2016,4415,Baetis rhodani,103,4415,
111000008_06.10.2016,111000008,6,10,2016,4487,Brachyptera risi,1,4487,
111000008_06.10.2016,111000008,6,10,2016,4642,Chironomidae Gen. sp.,3453,4642,
111000008_06.10.2016,111000008,6,10,2016,5097,Empididae Gen. sp.,21,5097,
111000008_06.10.2016,111000008,6,10,2016,5601,Hydropsyche pellucidula,34,5601,
111000008_06.10.2016,111000008,6,10,2016,5604,Hydropsyche siltalai,10,5604,
111000008_06.10.2016,111000008,6,10,2016,5605,Hydropsyche sp.,62,5605,
111000008_06.10.2016,111000008,6,10,2016,5616,Hydroptila sp.,19,5616,
111000008_06.10.2016,111000008,6,10,2016,5673,Isoperla sp.,20,5673,
111000008_06.10.2016,111000008,6,10,2016,5677,Ithytrichia lamellaris,85,5677,
111000008_06.10.2016,111000008,6,10,2016,5723,Lepidostoma hirtum,26,5723,
111000008_06.10.2016,111000008,6,10,2016,5732,Leptophlebia vespertina,5,5732,
111000008_06.10.2016,111000008,6,10,2016,5768,Leuctra hippopus,112,5768,
111000008_06.10.2016,111000008,6,10,2016,5809,Limnephilidae Gen. sp.,1,5809,
111000008_06.10.2016,111000008,6,10,2016,6113,Nemurella pictetii,1,6113,
111000008_06.10.2016,111000008,6,10,2016,6122,Neureclipsis bimaculata,5,6122,
111000008_06.10.2016,111000008,6,10,2016,6268,Oxyethira sp.,30,6268,
111000008_06.10.2016,111000008,6,10,2016,6425,Pisidium sp.,1,6425,
111000008_06.10.2016,111000008,6,10,2016,6610,Protonemura meyeri,3,6610,
111000008_06.10.2016,111000008,6,10,2016,6772,Rhyacophila nubila,27,6772,
111000008_06.10.2016,111000008,6,10,2016,6842,Simuliidae Gen. sp.,5,6842,
111000008_06.10.2016,111000008,6,10,2016,7077,Tipula sp.,1,7077,
111000008_06.10.2016,111000008,6,10,2016,8478,Polycentropodidae Gen. sp.,9,8478,
111000008_06.10.2016,111000008,6,10,2016,8736,Oligochaeta Gen. sp.,175,8736,
111000008_06.10.2016,111000008,6,10,2016,8750,Plecoptera Gen. sp.,2,8750,
111000008_06.10.2016,111000008,6,10,2016,8813,Nematoda Gen. sp.,39,,
111000008_13.10.2009,111000008,13,10,2009,11139,Siphonoperla burmeisteri,62,11139,
111000008_13.10.2009,111000008,13,10,2009,15818,Otomesostoma auditivum,1,15818,
111000008_13.10.2009,111000008,13,10,2009,16959,Radix balthica,7,16959,
