site_id,study_id,Country,season,TaxonomicRes,Year_count,abund_nativeSpp,abundance,alien_Abund,alien_SppRich,E10,EPT_Abund,EPT_SppRich,FEve,FRed,FRic,insect_Abund,insect_SppRich,RaoQ,shannonsH,spp_rich_rare,spp_richness,SppRich_nativeSpp,turnover,F_to,FDiv
100000029,France_2,France,summer,family,20,NA,-0.019144226,NA,NA,-0.002385049,-0.043776616,0.229326293,-0.001406989,-0.005058715,-0.000583967,-0.03381344,-0.177510009,-0.19110811,-0.010180664,0.336695048,-0.122384395,NA,-0.003650449,0.051053812,-0.006854441
100000030,France_2,France,summer,family,24,NA,-0.009748238,NA,NA,0.009869025,0.004824174,0.075085956,-0.001625963,0.003082407,0.00758019,-0.015458432,0.236087902,0.48015847,0.050270083,0.467711331,0.283348262,NA,-0.006489638,-0.005365548,-0.003669052
100000031,France_2,France,summer,family,24,NA,-0.032141545,NA,NA,0.016052817,0.051295936,0.200637238,0.001188614,-0.002329883,0.071046848,0.009935973,0.302656814,1.494381431,0.073532181,0.666296851,0.461714211,NA,0.00863379,0.064501246,-0.027196478
100000032,France_2,France,summer,family,22,NA,-0.013823288,NA,NA,0.001931687,-0.001864844,0.103325084,0.000163391,-0.001771852,0.019803626,-0.01698888,0.47271894,0.548088741,0.040754698,0.500150491,0.652501445,NA,-0.004623857,-0.032928456,0.012592043
100000033,France_2,France,summer,family,25,NA,0.042997885,NA,NA,-0.005389409,0.026531185,0.350497984,-0.001074534,-9.19E-05,-0.000204,0.039213457,0.249245453,-0.441524072,-0.032253246,-0.344923322,0.233180652,NA,-0.011001774,-0.089475373,-0.018567352
100000034,France_2,France,summer,family,20,NA,0.133075336,NA,NA,-0.033649999,0.044819429,0.011522896,0.001226617,0.0067301,0.002684629,0.044006408,0.246338619,-1.529694488,-0.126111171,-1.021251631,0.34093343,NA,-0.009183406,0.022929784,0.018520307
100000035,France_2,France,summer,family,19,NA,0.052657668,NA,NA,-0.014777865,0.042265373,0.25292917,-0.002204884,-0.001360994,0.02901011,0.044128257,0.639998202,-0.515025947,-0.021129521,-0.098450473,0.854295836,NA,-0.010795016,-0.018178789,-0.022861962
100000036,France_2,France,summer,family,24,NA,0.033194906,NA,NA,-0.012099177,0.007700198,0.2742629,-0.002967272,-0.001091873,0.020895757,0.029812149,0.602016315,0.272465052,-0.012853115,-0.10906877,0.782985595,NA,-0.010804483,-0.080806661,0.025639198
100000037,France_2,France,summer,family,20,NA,0.086848833,NA,NA,-0.019265438,0.070730983,0.508809696,-0.007594817,0.001595603,0.038377064,0.082799547,1.034460944,-0.319899446,-0.022437447,-0.245497624,1.217986866,NA,-0.008142782,-0.051467222,0.000423853
100000038,France_2,France,summer,family,20,NA,0.074629498,NA,NA,-0.017170411,-0.000584269,-0.058916676,-0.002143376,0.005471666,-0.024070243,0.020297956,-0.519344698,-1.517312203,-0.124289705,-1.424235117,-0.634035254,NA,-0.00579236,0.046558464,0.018142223
100000039,France_2,France,fall,family,20,NA,0.041262956,NA,NA,-0.007721046,0.029587587,0.064779427,-0.010202875,0.001260802,0.008675003,0.047951493,0.101419184,-0.433505332,-0.036921583,-0.333918327,0.080921925,NA,0.001235868,-0.020666717,-0.019878017
100000040,France_2,France,summer,family,20,NA,0.01968576,NA,NA,0.005752179,0.039239854,0.237835102,-0.004615561,-0.001625498,0.006634271,0.086149253,0.188583155,0.913801321,0.02233917,-0.22520824,0.126977383,NA,0.000817141,0.031782986,0.048696647
100000041,France_2,France,summer,family,24,NA,-0.00395278,NA,NA,0.001220459,-0.014621405,0.146598441,0.004701668,-0.001626475,0.00634985,-0.003424575,0.103842625,0.20674485,0.005838763,0.104715931,0.069405262,NA,-0.008674875,0.001094619,-0.004051754
100000042,France_2,France,summer,family,20,NA,0.007599619,NA,NA,-0.009301935,-0.017212996,0.028881869,-0.000259225,-0.002486597,0.014887113,0.006622997,0.008547059,-0.077361846,-0.027422626,-0.277462258,-0.290859053,NA,-0.003290066,0.037232587,0.020754837
100000043,France_2,France,summer,family,25,NA,-0.025188178,NA,NA,0.001310324,-0.04184075,-0.29795693,0.001671006,-0.001725456,-0.017695488,-0.032115336,-0.59835906,-0.473530315,-0.043753168,-0.420535974,-0.770651168,NA,0.014083923,0.110373677,0.033896006
100000044,France_2,France,summer,family,25,NA,0.030057778,NA,NA,-0.00714415,0.014698669,-0.007876655,0.000845703,0.002517353,0.006220211,0.013973761,0.055842175,-0.158153527,-0.029605928,-0.520087225,0.251370567,NA,-0.007052892,-0.028756799,0.005769462
100000045,France_2,France,fall,family,21,NA,0.033287313,NA,NA,-0.018205017,-0.048605172,-0.010947958,0.000426616,-0.002147423,0.011813908,0.036984608,0.096573784,-0.484657202,-0.003121106,-0.414873208,0.11158877,NA,0.007476894,0.019093205,0.037047427
100000046,France_2,France,fall,family,24,NA,0.026009548,NA,NA,-0.004008983,0.00131666,0.162199759,-0.002584352,0.001008009,-0.015787089,0.021897803,-0.122082415,-0.148986567,-0.051987645,-0.755525757,-0.458742781,NA,0.003478453,-0.001812503,0.058614378
100000047,France_2,France,summer,family,25,NA,0.019346503,NA,NA,-0.008092602,0.018461455,0.128706852,-0.001067511,0.001845236,-0.003797124,0.029204704,0.128017568,-0.883371293,-0.056227341,-0.361811007,-0.156810883,NA,0.00734808,0.096449193,0.033592891
100000048,France_2,France,summer,family,20,NA,-0.003663048,NA,NA,-0.00286752,0.091017126,0.258760934,0.003431403,0.000611239,0.038778733,0.000832105,0.337716902,0.121207315,0.040609507,0.47889959,0.69519049,NA,-0.00609404,-0.053867956,-0.006539101
100000049,France_2,France,summer,family,24,NA,0.041263998,NA,NA,-0.011488919,0.019948308,0.231238422,0.001390604,-0.00037529,0.024139586,0.040689893,0.491498085,0.558737038,-0.005837968,-0.022359446,0.68514833,NA,-0.007176527,-0.026685742,0.036343778
100000050,France_2,France,summer,family,20,NA,0.058962623,NA,NA,-0.015007078,0.056832538,0.142628459,-0.002081742,0.000174998,0.033697471,0.051175306,0.258067625,-1.147913614,-0.049790405,-0.446190535,0.346019867,NA,0.008481922,0.093272137,0.033473634
100000051,France_2,France,summer,family,21,NA,0.055748754,NA,NA,-0.013932769,0.008018152,0.322799319,0.001061793,-0.001379916,9.96E-05,0.033567958,0.122794562,-0.868894558,-0.105130503,-0.81428243,0.0822392,NA,0.00258911,-0.038044984,-0.047358501
100000052,France_2,France,summer,family,18,NA,0.02607578,NA,NA,-0.011431158,0.013724812,0.235028416,0.000959814,-0.003215127,0.020050599,0.023092242,0.622999379,-0.31893917,-0.012633858,0.16552233,0.771707454,NA,0.009767179,0.010919583,-0.003042564
100000053,France_2,France,fall,family,13,NA,0.095742254,NA,NA,-0.01984381,0.103289241,0.261707155,-0.004087935,0.006351834,0.006193298,0.088397154,0.150504283,-1.024569719,-0.080548237,-1.099854217,0.200916583,NA,0.005564083,0.091940655,0.013514868
100000054,France_2,France,fall,family,15,NA,0.04713832,NA,NA,-0.01610696,0.00259747,0.029418864,-0.000106172,0.005908914,-0.006927022,-0.000569692,-0.471940151,-1.433154002,-0.108473493,-0.620143646,-0.114184864,NA,0.022181139,-0.036941566,-0.073264799
100000055,France_2,France,fall,family,25,NA,0.030603201,NA,NA,-0.021830637,0.027198814,0.625201061,-0.004126146,-0.002787464,0.051353441,0.030815413,0.949332382,-0.222171417,-0.020178369,0.342817562,1.273228267,NA,0.046546395,-0.040338314,0.017876303
100000056,France_2,France,summer,family,24,NA,0.014338798,NA,NA,-0.001932059,-0.037862673,-0.050660696,0.001104268,0.002528178,-0.018319545,0.012732175,-0.226575555,-0.23790931,-0.009528766,-0.422688328,-0.073617519,NA,-0.003022471,0.07360782,-0.013840115
100000057,France_2,France,summer,family,21,NA,0.004191672,NA,NA,-0.006243165,0.014345206,-0.01352146,-0.000573564,0.000701959,0.013175817,0.015110939,0.413972643,-0.392957974,-0.033876935,-0.342161053,0.167888326,NA,0.018677417,0.021940259,0.055449795
100000058,France_2,France,fall,family,23,NA,0.028996744,NA,NA,-0.019535296,-0.014268968,0.187650805,-0.016743625,0.000596323,0.002523971,-0.003922936,0.205576036,-0.44349246,-0.038990543,-0.200168055,0.291181789,NA,0.050352905,-0.022769046,0.000762091
100000059,France_2,France,summer,family,23,NA,0.053894578,NA,NA,-0.008371232,-0.003220109,0.073956369,-0.005132489,0.002247494,-0.00348632,0.037741917,0.064797625,-1.028669825,-0.058202298,-0.730525953,-0.097598101,NA,0.00198061,-0.021374965,0.022646455
100000060,France_2,France,summer,family,23,NA,0.045830853,NA,NA,-0.007703507,0.024026436,-0.155718188,-0.000967649,1.32E-05,0.006406812,0.050535124,-0.159146285,-0.52997219,-0.03633872,-0.510438335,-0.105022297,NA,-0.006295587,-0.032232619,0.025657934
100000061,France_2,France,fall,family,22,NA,0.205274231,NA,NA,-0.053021818,-0.015974814,-0.101868698,0.001361424,-0.002924676,0.000170274,0.24476575,-0.121820771,-1.555970989,-0.15131477,-0.654867074,0.046712219,NA,0.003730496,-0.040600157,0.057499735
100000062,France_2,France,summer,family,22,NA,0.008932819,NA,NA,-0.006678466,-0.011884497,0.022462506,-0.001197127,0.00096946,-0.004567989,0.011389904,0.033011647,-0.392677391,-0.04406292,-0.255665207,-0.073981851,NA,-0.006746824,0.012214619,-0.068215233
100000063,France_2,France,summer,family,24,NA,0.016269763,NA,NA,-0.005716531,0.021723689,0.240234944,-0.004211337,0.000892115,0.003236954,0.01359034,0.277760873,-0.387725182,-0.007361812,0.02266775,0.367452549,NA,-0.01231241,-0.03064234,0.004973918
100000064,France_2,France,summer,family,25,NA,0.012897691,NA,NA,-0.007614461,-0.000640156,0.084303563,0.000485434,0.000570351,0.014769819,6.71E-05,0.082964361,-0.518867752,-0.028410713,-0.137796663,0.090286763,NA,-0.008073098,0.02540297,-0.040101316
100000065,France_2,France,summer,family,21,NA,0.025528087,NA,NA,-0.001927178,0.019401745,0.274534631,-0.002149424,-0.000925399,0.020305769,0.030093463,0.476211631,0.492555834,0.026168296,0.124143712,0.642860659,NA,-0.000315443,-0.044668106,0.010288575
100000066,France_2,France,summer,family,25,NA,0.045029322,NA,NA,-0.004365638,-0.00359081,0.167446382,-0.000816807,-0.000933377,0.006445734,0.007212505,0.264268996,0.111335381,-0.018270022,0.031672706,0.23209046,NA,-0.002774148,-0.026784859,-0.005921191
100000067,France_2,France,summer,family,22,NA,0.024399462,NA,NA,-0.004075261,0.023130896,0.191143361,-0.005365322,-0.001401204,0.01167225,0.021373554,0.245339513,0.13004452,0.008427687,0.130102335,0.488949629,NA,-0.006147685,-0.047788186,-0.067610951
100000068,France_2,France,summer,family,24,NA,0.01319724,NA,NA,0.005738527,0.032542654,0.034421877,-0.005711887,0.000753544,0.01284063,0.044241596,0.030978053,0.87002661,0.052793679,-0.086135196,-0.050337096,NA,0.00237795,0.002975819,0.005180005
100000069,France_2,France,summer,family,23,NA,0.030203326,NA,NA,-0.006702891,0.034851279,0.194078383,-0.002121387,0.000775015,0.015224437,0.032836267,0.368592184,0.018082171,-0.000233795,0.077552734,0.626749214,NA,0.001598749,-8.73E-05,-0.010304767
100000070,France_2,France,summer,family,20,NA,0.040288818,NA,NA,0.000713546,0.05372879,0.333073123,-0.014816091,0.005991135,0.016761713,0.014332413,0.433275474,0.185671842,0.028675606,-0.092395203,0.699603303,NA,-0.010328125,0.013306559,-0.084661331
100000071,France_2,France,summer,family,23,NA,0.017802139,NA,NA,-0.004062141,0.04463692,0.247133115,-0.002572793,-0.003493125,0.032294797,0.036976614,0.484172414,0.548391792,0.019414913,0.245800389,0.66688511,NA,-0.015431882,-0.010150008,0.005460599
100000072,France_2,France,summer,family,25,NA,0.009951657,NA,NA,-0.004613495,0.006608961,0.48472278,0.007101775,-0.00120773,0.012876138,0.020425135,0.533730943,0.491811895,0.013748549,0.374383441,0.659553203,NA,-0.006007663,-0.010431023,9.86E-05
100000073,France_2,France,summer,family,24,NA,-0.000798783,NA,NA,0.001218809,-0.01572433,0.311781795,-0.003447915,-0.001445698,0.017739455,0.016722031,0.444390189,0.518680234,0.02372381,0.207818631,0.30715772,NA,-0.006365666,-0.041150493,0.055652897
100000074,France_2,France,spring,family,18,NA,0.026730581,NA,NA,-0.01771366,-0.019080956,0.256136694,0.007943632,-0.005010256,0.057613617,-0.007314036,0.288630786,-0.798910456,-0.030911626,-0.066668403,0.709067608,NA,-0.008387011,-0.044260456,0.006446457
100000075,France_2,France,summer,family,22,NA,-0.016497682,NA,NA,0.001683067,-0.015702567,-0.013234453,0.005360778,0.001429495,0.003485769,-0.015629749,0.031686879,-0.065855126,0.006343735,0.294247623,0.170383863,NA,0.008542256,-0.044610758,-0.013334422
100000076,France_2,France,summer,family,23,NA,0.000836525,NA,NA,-0.004748085,0.001200823,0.229011465,-0.000675519,-0.000101077,0.013012767,-0.001336844,0.232111103,0.160527576,0.032132784,0.283534,0.262090793,NA,0.011815513,-0.03603005,-0.010943209
100000077,France_2,France,summer,family,23,NA,0.020686442,NA,NA,-0.00424009,0.032335283,0.261300492,-0.004068257,-0.002405015,-0.010955138,-0.015789393,0.04616654,-1.022864185,-0.02273942,-0.186703157,-0.113736208,NA,-0.00228412,-0.047234604,-0.097552
100000078,France_2,France,summer,family,23,NA,0.012454581,NA,NA,0.000419228,0.007446574,0.194715761,-0.007119271,-0.001082793,-0.003004923,0.000755786,0.170099752,-0.216613386,0.009562716,0.039273234,0.199755007,NA,-0.006097602,-0.014757892,0.033743251
100000079,France_2,France,summer,family,22,NA,0.01821314,NA,NA,-0.00015627,0.019560236,0.166658412,-0.004178578,-0.001711789,-0.002652596,0.006484185,0.042778616,0.071831069,0.00019745,-0.188301299,0.045272228,NA,-0.000875691,-0.001164571,0.029938534
100000080,France_2,France,summer,family,24,NA,0.018870323,NA,NA,0.000263412,-0.005866139,0.109115324,-0.003433632,0.002109281,-0.015228772,-0.00135133,0.124122101,0.147339707,0.008848887,-0.08110401,0.068841855,NA,-0.00077256,-0.000389902,0.002730561
100000081,France_2,France,summer,family,25,NA,0.003852233,NA,NA,0.002337803,0.012119385,0.158953779,-0.00220306,-0.001843975,0.002606394,0.002698098,0.107087613,0.465958234,0.032739569,0.239019598,0.182531401,NA,-0.003049789,-0.075358299,0.007070116
100000082,France_2,France,summer,family,25,NA,-0.013602243,NA,NA,-0.009454118,-0.022985736,0.100458996,0.006465599,-0.001075154,0.010537717,-0.025066627,0.165850894,-0.700606447,-0.009247959,0.110551588,0.16655889,NA,-0.000992919,-0.077706501,-0.02830581
100000083,France_2,France,summer,family,25,NA,0.003821362,NA,NA,-0.011601256,-0.013243626,0.179713291,0.003952154,-0.00093263,0.008589136,-0.011017545,0.157098251,0.144641072,-0.000476194,0.217189496,0.221910933,NA,-0.008860543,-0.045783414,-0.000260612
100000084,France_2,France,summer,family,25,NA,0.009087057,NA,NA,-0.00411636,0.00854942,0.116672045,9.31E-05,0.00088807,0.006806979,-0.003326605,0.051188989,-0.256099454,-0.006180488,0.057376251,0.006556241,NA,0.0022962,-0.018471557,-0.0352442
100000085,France_2,France,summer,family,21,NA,-0.020650781,NA,NA,0.007381546,0.008996888,0.132490844,0.000741372,0.001314523,0.004060753,-0.020834876,0.15295357,0.820566516,0.058128081,0.263024326,0.107423464,NA,-0.004810345,-0.133995708,-0.011411619
100000086,France_2,France,summer,family,21,NA,0.032121439,NA,NA,-0.013516958,0.020705864,0.317148615,-0.007060967,0.005967896,0.009591412,0.029682872,0.57785127,0.01646953,-0.004665372,-0.068012593,0.676269304,NA,0.008255311,-0.04322141,0.058355161
100000088,France_2,France,summer,family,17,NA,0.041658114,NA,NA,-0.006651612,0.029327652,0.438748634,-0.003934191,-0.000121453,0.077374105,0.040071769,0.789281649,1.262841805,0.074160835,0.453015872,1.089045597,NA,-0.01003255,-0.116952179,0.159976372
100000089,France_2,France,summer,family,20,NA,0.032805049,NA,NA,-0.009051233,0.033416599,0.714844099,6.24E-05,0.003932049,0.036404123,0.031992655,0.963964826,0.456860069,0.05317334,0.435431497,1.185290097,NA,0.001015169,-0.059587038,0.012175268
100000090,France_2,France,summer,family,22,NA,0.013569131,NA,NA,-0.006396482,0.047715877,0.204626247,-0.005999425,-0.000221219,0.034817836,0.004748338,0.268820753,-0.00374759,0.009418437,0.045030617,0.454870025,NA,-0.011454146,-0.045531973,-0.033517355
100000091,France_2,France,summer,family,21,NA,-0.001550319,NA,NA,-0.007135645,-0.022458751,0.072759972,0.003126861,-0.002898847,0.006952204,-0.005145581,0.131790219,-0.113762708,-0.025981973,-0.194642248,0.101271817,NA,0.009774737,0.087211993,0.020865257
100000092,France_2,France,summer,family,18,NA,0.029876837,NA,NA,-0.00047573,0.02523348,0.171415116,-0.008370761,0.003759499,-0.005499787,0.022595282,-0.072479514,-0.274225827,-0.017021288,-0.611357108,-0.189340681,NA,0.008582953,0.114305184,-0.016182369
100000093,France_2,France,summer,family,20,NA,0.035525166,NA,NA,-0.004037227,0.026362632,0.312333342,-0.013566612,0.004429528,0.04654747,0.0315134,0.514953405,0.349770639,0.037602997,0.156666974,0.73494572,NA,-0.01105622,-0.043757899,-0.010552585
100000094,France_2,France,summer,family,20,NA,0.027172433,NA,NA,-0.016110685,0.037808285,0.519421463,0.00479038,0.005891051,0.034336755,0.026552884,0.964852701,1.201035627,-0.001229484,0.614993751,1.064152415,NA,-0.009423127,-0.042264836,0.16552098
100000095,France_2,France,summer,family,20,NA,0.053048371,NA,NA,-0.01382873,0.046885303,0.53034155,-0.003401097,0.000607891,0.043156392,0.048577891,1.02350522,0.140948625,-0.01401773,-0.023673634,1.086503858,NA,-0.000290243,-0.037716516,0.094689322
100000096,France_2,France,summer,family,18,NA,-0.001332758,NA,NA,-0.003237847,0.008309691,0.562623877,-0.007568141,0.006822412,0.052031537,-0.003031149,0.926411633,0.586562082,0.065760776,0.92832539,1.231551116,NA,-0.011273645,-0.017864333,0.006206878
100000097,France_2,France,summer,family,19,NA,-0.00048754,NA,NA,-0.002964544,-0.016975393,0.191970974,-0.003872254,0.000805262,0.023090682,0.002514324,0.416628747,0.766949841,0.023129184,0.234462067,0.516375805,NA,-0.018402456,-0.090854416,0.043071665
100000098,France_2,France,summer,family,21,NA,0.029883182,NA,NA,-0.013976388,0.020359323,0.493303522,-0.001086244,0.000664703,0.115223944,0.027686538,0.907709674,0.859122469,0.049836002,0.275182703,1.492452546,NA,-0.0140642,-0.121826688,0.033956269
100000099,France_2,France,summer,family,19,NA,0.029511849,NA,NA,-0.002002149,0.023360378,0.528140928,-0.005870452,-0.000171759,0.040028537,0.018736935,0.989572734,1.300655129,0.055659731,0.29590573,1.090196247,NA,-0.006225203,-0.045951089,0.078679032
100000100,France_2,France,summer,family,19,NA,0.010392552,NA,NA,-0.000554475,-0.006329389,0.569636544,-0.013661619,0.002736364,0.048242731,0.002557813,0.958561831,0.73957017,0.065564979,0.55990873,1.126708858,NA,-0.014604398,-0.045372471,-0.027468493
100000101,France_2,France,summer,family,21,NA,0.069760908,NA,NA,-0.019285211,0.054968721,0.516807907,-0.007552852,-0.002418323,0.12561497,0.068773483,0.904716333,0.309901569,0.023500403,0.077370039,1.334015678,NA,-0.01780992,-0.111089192,0.10811179
100000102,France_2,France,summer,family,15,NA,0.022049006,NA,NA,-0.005673082,0.051611606,0.268245213,0.001175713,-0.000760121,0.087999246,0.003679061,0.689805611,1.118456535,0.052169019,0.570250451,1.110976487,NA,-0.019663872,-0.06197042,0.061353943
100000103,France_2,France,summer,family,18,NA,0.012913421,NA,NA,-0.009315984,0.015323021,0.626359296,-0.00083476,0.010288721,0.056480046,0.011012707,0.982306509,0.596841632,0.047596202,0.548738763,1.042514268,NA,-0.015558999,-0.040167706,0.048980087
100000104,France_2,France,summer,family,17,NA,0.006248906,NA,NA,-0.002305303,-0.003485433,0.385126173,-0.001050482,0.005066517,0.07320016,0.001124711,0.954907804,0.925233073,0.07993772,0.65491534,1.36176591,NA,-0.01598538,-0.080943581,0.085596068
100000106,France_2,France,summer,family,19,NA,0.012354765,NA,NA,-0.003429187,0.007091582,0.547023589,-0.005385487,0.002582324,0.03257754,0.007320472,0.849644184,0.725094735,0.057805464,0.701228072,1.012353115,NA,-0.015516826,-0.175619205,-0.046977936
