country,Response,TaskID
UK,spp_rich_rare,173
UK,shannonsH,174
UK,E10,175
UK,abundance,176
UK,turnover,177
UK,F_to,178
UK,FRic,179
UK,FEve,180
UK,FDiv,181
UK,RaoQ,182
UK,alien_SppRich,183
UK,alien_Abund,184
UK,abund_nativeSpp,185
UK,SppRich_nativeSpp,186
UK,EPT_SppRich,187
UK,EPT_Abund,188
UK,insect_SppRich,189
UK,insect_Abund,190
Ireland,spp_richness,191
Ireland,spp_rich_rare,192
Ireland,shannonsH,193
Ireland,E10,194
Ireland,abundance,195
Ireland,turnover,196
Ireland,F_to,197
Ireland,FRic,198
Ireland,FEve,199
Ireland,FDiv,200
Ireland,RaoQ,201
Ireland,alien_SppRich,202
Ireland,alien_Abund,203
Ireland,abund_nativeSpp,204
Ireland,SppRich_nativeSpp,205
Ireland,EPT_SppRich,206
Ireland,EPT_Abund,207
Ireland,insect_SppRich,208
Ireland,insect_Abund,209
Norway,spp_richness,210
Norway,spp_rich_rare,211
Norway,shannonsH,212
Norway,E10,213
Norway,abundance,214
Norway,turnover,215
Norway,F_to,216
Norway,FRic,217
Norway,FEve,218
Norway,FDiv,219
Norway,RaoQ,220
Norway,alien_SppRich,221
Norway,alien_Abund,222
Norway,abund_nativeSpp,223
Norway,SppRich_nativeSpp,224
Norway,EPT_SppRich,225
Norway,EPT_Abund,226
Norway,insect_SppRich,227
Norway,insect_Abund,228
CzechRepublic,spp_richness,229
CzechRepublic,spp_rich_rare,230
CzechRepublic,shannonsH,231
CzechRepublic,E10,232
CzechRepublic,abundance,233
CzechRepublic,turnover,234
CzechRepublic,F_to,235
CzechRepublic,FRic,236
CzechRepublic,FEve,237
CzechRepublic,FDiv,238
CzechRepublic,RaoQ,239
CzechRepublic,alien_SppRich,240
CzechRepublic,alien_Abund,241
CzechRepublic,abund_nativeSpp,242
CzechRepublic,SppRich_nativeSpp,243
CzechRepublic,EPT_SppRich,244
CzechRepublic,EPT_Abund,245
CzechRepublic,insect_SppRich,246
CzechRepublic,insect_Abund,247
Italy,spp_richness,248
Italy,spp_rich_rare,249
Italy,shannonsH,250
Italy,E10,251
Italy,abundance,252
Italy,turnover,253
Italy,F_to,254
Italy,FRic,255
Italy,FEve,256
Italy,FDiv,257
Italy,RaoQ,258
Italy,alien_SppRich,259
Italy,alien_Abund,260
Italy,abund_nativeSpp,261
Italy,SppRich_nativeSpp,262
Italy,EPT_SppRich,263
Italy,EPT_Abund,264
Italy,insect_SppRich,265
Italy,insect_Abund,266
Hungary,spp_richness,267
Hungary,spp_rich_rare,268
Hungary,shannonsH,269
Hungary,E10,270
Hungary,abundance,271
Hungary,turnover,272
Hungary,F_to,273
Hungary,FRic,274
Hungary,FEve,275
Hungary,FDiv,276
Hungary,RaoQ,277
Hungary,alien_SppRich,278
Hungary,alien_Abund,279
Hungary,abund_nativeSpp,280
Hungary,SppRich_nativeSpp,281
Hungary,EPT_SppRich,282
Hungary,EPT_Abund,283
Hungary,insect_SppRich,284
Hungary,insect_Abund,285
Portugal,spp_richness,286
Portugal,spp_rich_rare,287
Portugal,shannonsH,288
Portugal,E10,289
Portugal,abundance,290
Portugal,turnover,291
Portugal,F_to,292
Portugal,FRic,293
Portugal,FEve,294
Portugal,FDiv,295
Portugal,RaoQ,296
Portugal,alien_SppRich,297
Portugal,alien_Abund,298
Portugal,abund_nativeSpp,299
Portugal,SppRich_nativeSpp,300
Portugal,EPT_SppRich,301
Portugal,EPT_Abund,302
Portugal,insect_SppRich,303
Portugal,insect_Abund,304
Austria,spp_richness,305
Austria,spp_rich_rare,306
Austria,shannonsH,307
Austria,E10,308
Austria,abundance,309
Austria,turnover,310
Austria,F_to,311
Austria,FRic,312
Austria,FEve,313
Austria,FDiv,314
Austria,RaoQ,315
Austria,alien_SppRich,316
Austria,alien_Abund,317
Austria,abund_nativeSpp,318
Austria,SppRich_nativeSpp,319
Austria,EPT_SppRich,320
Austria,EPT_Abund,321
Austria,insect_SppRich,322
Austria,insect_Abund,323
Netherlands,spp_richness,324
Netherlands,spp_rich_rare,325
Netherlands,shannonsH,326
Netherlands,E10,327
Netherlands,abundance,328
Netherlands,turnover,329
Netherlands,F_to,330
Netherlands,FRic,331
Netherlands,FEve,332
Netherlands,FDiv,333
Netherlands,RaoQ,334
Netherlands,alien_SppRich,335
Netherlands,alien_Abund,336
Netherlands,abund_nativeSpp,337
Netherlands,SppRich_nativeSpp,338
Netherlands,EPT_SppRich,339
Netherlands,EPT_Abund,340
Netherlands,insect_SppRich,341
Netherlands,insect_Abund,342
Switzerland,spp_richness,343
Switzerland,spp_rich_rare,344
Switzerland,shannonsH,345
Switzerland,E10,346
Switzerland,abundance,347
Switzerland,turnover,348
Switzerland,F_to,349
Switzerland,FRic,350
Switzerland,FEve,351
Switzerland,FDiv,352
Switzerland,RaoQ,353
Switzerland,alien_SppRich,354
Switzerland,alien_Abund,355
Switzerland,abund_nativeSpp,356
Switzerland,SppRich_nativeSpp,357
Switzerland,EPT_SppRich,358
Switzerland,EPT_Abund,359
Switzerland,insect_SppRich,360
Switzerland,insect_Abund,361
Finland,spp_richness,362
Finland,spp_rich_rare,363
Finland,shannonsH,364
Finland,E10,365
Finland,abundance,366
Finland,turnover,367
Finland,F_to,368
Finland,FRic,369
Finland,FEve,370
Finland,FDiv,371
Finland,RaoQ,372
Finland,alien_SppRich,373
Finland,alien_Abund,374
Finland,abund_nativeSpp,375
Finland,SppRich_nativeSpp,376
Finland,EPT_SppRich,377
Finland,EPT_Abund,378
Finland,insect_SppRich,379
Finland,insect_Abund,380
Latvia,spp_richness,381
Latvia,spp_rich_rare,382
Latvia,shannonsH,383
Latvia,E10,384
Latvia,abundance,385
Latvia,turnover,386
Latvia,F_to,387
Latvia,FRic,388
Latvia,FEve,389
Latvia,FDiv,390
Latvia,RaoQ,391
Latvia,alien_SppRich,392
Latvia,alien_Abund,393
Latvia,abund_nativeSpp,394
Latvia,SppRich_nativeSpp,395
Latvia,EPT_SppRich,396
Latvia,EPT_Abund,397
Latvia,insect_SppRich,398
Latvia,insect_Abund,399
Belgium,spp_richness,400
Belgium,spp_rich_rare,401
Belgium,shannonsH,402
Belgium,E10,403
Belgium,abundance,404
Belgium,turnover,405
Belgium,F_to,406
Belgium,FRic,407
Belgium,FEve,408
Belgium,FDiv,409
Belgium,RaoQ,410
Belgium,alien_SppRich,411
Belgium,alien_Abund,412
Belgium,abund_nativeSpp,413
Belgium,SppRich_nativeSpp,414
Belgium,EPT_SppRich,415
Belgium,EPT_Abund,416
Belgium,insect_SppRich,417
Belgium,insect_Abund,418
