StartYear,country,TaskID,Response
1999,France,190,spp_richness
2000,France,191,abundance
2000,France,192,spp_richness
2001,France,193,abundance
2001,France,194,spp_richness
2002,France,195,abundance
2002,France,196,spp_richness
2003,France,197,abundance
2003,France,198,spp_richness
2004,France,199,abundance
2004,France,200,spp_richness
2005,France,201,abundance
2005,France,202,spp_richness
2006,France,203,abundance
2006,France,204,spp_richness
2007,France,205,abundance
2007,France,206,spp_richness
2008,France,207,abundance
2008,France,208,spp_richness
2009,France,209,abundance
2009,France,210,spp_richness
2010,France,211,abundance
2010,France,212,spp_richness
2011,France,213,abundance
2011,France,214,spp_richness
1971,Germany,215,abundance
1971,Germany,216,spp_richness
1972,Germany,217,abundance
1972,Germany,218,spp_richness
1973,Germany,219,abundance
1973,Germany,220,spp_richness
1974,Germany,221,abundance
1974,Germany,222,spp_richness
1975,Germany,223,abundance
1975,Germany,224,spp_richness
1976,Germany,225,abundance
1976,Germany,226,spp_richness
1977,Germany,227,abundance
1977,Germany,228,spp_richness
1978,Germany,229,abundance
1978,Germany,230,spp_richness
1979,Germany,231,abundance
1979,Germany,232,spp_richness
1980,Germany,233,abundance
1980,Germany,234,spp_richness
1981,Germany,235,abundance
1981,Germany,236,spp_richness
1982,Germany,237,abundance
1982,Germany,238,spp_richness
1983,Germany,239,abundance
1983,Germany,240,spp_richness
1984,Germany,241,abundance
1984,Germany,242,spp_richness
1985,Germany,243,abundance
1985,Germany,244,spp_richness
1986,Germany,245,abundance
1986,Germany,246,spp_richness
1987,Germany,247,abundance
1987,Germany,248,spp_richness
1988,Germany,249,abundance
1988,Germany,250,spp_richness
1989,Germany,251,abundance
1989,Germany,252,spp_richness
1990,Germany,253,abundance
1990,Germany,254,spp_richness
1991,Germany,255,abundance
1991,Germany,256,spp_richness
1992,Germany,257,abundance
1992,Germany,258,spp_richness
1993,Germany,259,abundance
1993,Germany,260,spp_richness
1994,Germany,261,abundance
1994,Germany,262,spp_richness
1995,Germany,263,abundance
1995,Germany,264,spp_richness
1996,Germany,265,abundance
1996,Germany,266,spp_richness
1997,Germany,267,abundance
1997,Germany,268,spp_richness
1998,Germany,269,abundance
1998,Germany,270,spp_richness
1999,Germany,271,abundance
1999,Germany,272,spp_richness
2000,Germany,273,abundance
2000,Germany,274,spp_richness
2001,Germany,275,abundance
2001,Germany,276,spp_richness
2002,Germany,277,abundance
2002,Germany,278,spp_richness
2003,Germany,279,abundance
2003,Germany,280,spp_richness
2004,Germany,281,abundance
2004,Germany,282,spp_richness
2005,Germany,283,abundance
2005,Germany,284,spp_richness
2006,Germany,285,abundance
2006,Germany,286,spp_richness
2007,Germany,287,abundance
2007,Germany,288,spp_richness
2008,Germany,289,abundance
2008,Germany,290,spp_richness
2009,Germany,291,abundance
2009,Germany,292,spp_richness
2010,Germany,293,abundance
2010,Germany,294,spp_richness
2011,Germany,295,abundance
2011,Germany,296,spp_richness
2002,Hungary,297,abundance
2002,Hungary,298,spp_richness
2003,Hungary,299,abundance
2003,Hungary,300,spp_richness
2004,Hungary,301,abundance
2004,Hungary,302,spp_richness
2005,Hungary,303,abundance
2005,Hungary,304,spp_richness
2006,Hungary,305,abundance
2006,Hungary,306,spp_richness
2007,Hungary,307,abundance
2007,Hungary,308,spp_richness
2008,Hungary,309,abundance
2008,Hungary,310,spp_richness
2009,Hungary,311,abundance
2009,Hungary,312,spp_richness
2010,Hungary,313,abundance
2010,Hungary,314,spp_richness
2011,Hungary,315,abundance
2011,Hungary,316,spp_richness
2000,Ireland,317,abundance
2000,Ireland,318,spp_richness
2001,Ireland,319,abundance
2001,Ireland,320,spp_richness
2002,Ireland,321,abundance
2002,Ireland,322,spp_richness
2003,Ireland,323,abundance
2003,Ireland,324,spp_richness
2004,Ireland,325,abundance
2004,Ireland,326,spp_richness
2005,Ireland,327,abundance
2005,Ireland,328,spp_richness
2006,Ireland,329,abundance
2006,Ireland,330,spp_richness
2007,Ireland,331,abundance
2007,Ireland,332,spp_richness
2008,Ireland,333,abundance
2008,Ireland,334,spp_richness
2009,Ireland,335,abundance
2009,Ireland,336,spp_richness
2010,Ireland,337,abundance
2010,Ireland,338,spp_richness
2011,Ireland,339,abundance
2011,Ireland,340,spp_richness
2007,Italy,341,abundance
2007,Italy,342,spp_richness
2008,Italy,343,abundance
2008,Italy,344,spp_richness
2009,Italy,345,abundance
2009,Italy,346,spp_richness
2010,Italy,347,abundance
2010,Italy,348,spp_richness
2011,Italy,349,abundance
2011,Italy,350,spp_richness
1993,Latvia,351,abundance
1993,Latvia,352,spp_richness
1994,Latvia,353,abundance
1994,Latvia,354,spp_richness
1995,Latvia,355,abundance
1995,Latvia,356,spp_richness
1996,Latvia,357,abundance
1996,Latvia,358,spp_richness
1997,Latvia,359,abundance
1997,Latvia,360,spp_richness
1998,Latvia,361,abundance
1998,Latvia,362,spp_richness
1999,Latvia,363,abundance
1999,Latvia,364,spp_richness
2000,Latvia,365,abundance
2000,Latvia,366,spp_richness
2001,Latvia,367,abundance
2001,Latvia,368,spp_richness
2002,Latvia,369,abundance
2002,Latvia,370,spp_richness
2003,Latvia,371,abundance
2003,Latvia,372,spp_richness
2004,Latvia,373,abundance
2004,Latvia,374,spp_richness
2005,Latvia,375,abundance
2005,Latvia,376,spp_richness
2006,Latvia,377,abundance
2006,Latvia,378,spp_richness
2007,Latvia,379,abundance
2007,Latvia,380,spp_richness
2008,Latvia,381,abundance
2008,Latvia,382,spp_richness
2009,Latvia,383,abundance
2009,Latvia,384,spp_richness
2005,Luxemburg,385,abundance
2005,Luxemburg,386,spp_richness
2006,Luxemburg,387,abundance
2006,Luxemburg,388,spp_richness
2007,Luxemburg,389,abundance
2007,Luxemburg,390,spp_richness
2008,Luxemburg,391,abundance
2008,Luxemburg,392,spp_richness
2009,Luxemburg,393,abundance
2009,Luxemburg,394,spp_richness
2010,Luxemburg,395,abundance
2010,Luxemburg,396,spp_richness
2011,Luxemburg,397,abundance
2011,Luxemburg,398,spp_richness
1978,Netherlands,399,abundance
1978,Netherlands,400,spp_richness
1979,Netherlands,401,abundance
1979,Netherlands,402,spp_richness
1980,Netherlands,403,abundance
1980,Netherlands,404,spp_richness
1981,Netherlands,405,abundance
1981,Netherlands,406,spp_richness
1982,Netherlands,407,abundance
1982,Netherlands,408,spp_richness
1983,Netherlands,409,abundance
1983,Netherlands,410,spp_richness
1984,Netherlands,411,abundance
1984,Netherlands,412,spp_richness
1985,Netherlands,413,abundance
1985,Netherlands,414,spp_richness
1986,Netherlands,415,abundance
1986,Netherlands,416,spp_richness
1987,Netherlands,417,abundance
1987,Netherlands,418,spp_richness
1988,Netherlands,419,abundance
1988,Netherlands,420,spp_richness
1989,Netherlands,421,abundance
1989,Netherlands,422,spp_richness
1990,Netherlands,423,abundance
1990,Netherlands,424,spp_richness
1991,Netherlands,425,abundance
1991,Netherlands,426,spp_richness
1992,Netherlands,427,abundance
1992,Netherlands,428,spp_richness
1993,Netherlands,429,abundance
1993,Netherlands,430,spp_richness
1994,Netherlands,431,abundance
1994,Netherlands,432,spp_richness
1995,Netherlands,433,abundance
1995,Netherlands,434,spp_richness
1996,Netherlands,435,abundance
1996,Netherlands,436,spp_richness
1997,Netherlands,437,abundance
1997,Netherlands,438,spp_richness
1998,Netherlands,439,abundance
1998,Netherlands,440,spp_richness
1999,Netherlands,441,abundance
1999,Netherlands,442,spp_richness
2000,Netherlands,443,abundance
2000,Netherlands,444,spp_richness
2001,Netherlands,445,abundance
2001,Netherlands,446,spp_richness
2002,Netherlands,447,abundance
2002,Netherlands,448,spp_richness
2003,Netherlands,449,abundance
2003,Netherlands,450,spp_richness
2004,Netherlands,451,abundance
2004,Netherlands,452,spp_richness
2005,Netherlands,453,abundance
2005,Netherlands,454,spp_richness
2006,Netherlands,455,abundance
2006,Netherlands,456,spp_richness
2007,Netherlands,457,abundance
2007,Netherlands,458,spp_richness
2008,Netherlands,459,abundance
2008,Netherlands,460,spp_richness
2009,Netherlands,461,abundance
2009,Netherlands,462,spp_richness
2010,Netherlands,463,abundance
2010,Netherlands,464,spp_richness
2011,Netherlands,465,abundance
2011,Netherlands,466,spp_richness
2000,Norway,467,abundance
2000,Norway,468,spp_richness
2001,Norway,469,abundance
2001,Norway,470,spp_richness
2002,Norway,471,abundance
2002,Norway,472,spp_richness
2003,Norway,473,abundance
2003,Norway,474,spp_richness
2004,Norway,475,abundance
2004,Norway,476,spp_richness
2005,Norway,477,abundance
2005,Norway,478,spp_richness
2006,Norway,479,abundance
2006,Norway,480,spp_richness
2007,Norway,481,abundance
2007,Norway,482,spp_richness
2008,Norway,483,abundance
2008,Norway,484,spp_richness
2009,Norway,485,abundance
2009,Norway,486,spp_richness
2010,Norway,487,abundance
2010,Norway,488,spp_richness
2011,Norway,489,abundance
2011,Norway,490,spp_richness
1990,Portugal,491,abundance
1990,Portugal,492,spp_richness
1991,Portugal,493,abundance
1991,Portugal,494,spp_richness
1992,Portugal,495,abundance
1992,Portugal,496,spp_richness
1993,Portugal,497,abundance
1993,Portugal,498,spp_richness
1994,Portugal,499,abundance
1994,Portugal,500,spp_richness
1995,Portugal,501,abundance
1995,Portugal,502,spp_richness
1996,Portugal,503,abundance
1996,Portugal,504,spp_richness
1997,Portugal,505,abundance
1997,Portugal,506,spp_richness
1998,Portugal,507,abundance
1998,Portugal,508,spp_richness
1999,Portugal,509,abundance
1999,Portugal,510,spp_richness
2000,Portugal,511,abundance
2000,Portugal,512,spp_richness
2001,Portugal,513,abundance
2001,Portugal,514,spp_richness
2002,Portugal,515,abundance
2002,Portugal,516,spp_richness
2003,Portugal,517,abundance
2003,Portugal,518,spp_richness
2004,Portugal,519,abundance
2004,Portugal,520,spp_richness
2005,Portugal,521,abundance
2005,Portugal,522,spp_richness
2006,Portugal,523,abundance
2006,Portugal,524,spp_richness
2007,Portugal,525,abundance
2007,Portugal,526,spp_richness
2008,Portugal,527,abundance
2008,Portugal,528,spp_richness
2009,Portugal,529,abundance
2009,Portugal,530,spp_richness
2010,Portugal,531,abundance
2010,Portugal,532,spp_richness
2011,Portugal,533,abundance
2011,Portugal,534,spp_richness
1984,Spain,535,abundance
1984,Spain,536,spp_richness
1985,Spain,537,abundance
1985,Spain,538,spp_richness
1986,Spain,539,abundance
1986,Spain,540,spp_richness
1987,Spain,541,abundance
1987,Spain,542,spp_richness
1988,Spain,543,abundance
1988,Spain,544,spp_richness
1989,Spain,545,abundance
1989,Spain,546,spp_richness
1990,Spain,547,abundance
1990,Spain,548,spp_richness
1991,Spain,549,abundance
1991,Spain,550,spp_richness
1992,Spain,551,abundance
1992,Spain,552,spp_richness
1993,Spain,553,abundance
1993,Spain,554,spp_richness
1994,Spain,555,abundance
1994,Spain,556,spp_richness
1995,Spain,557,abundance
1995,Spain,558,spp_richness
1996,Spain,559,abundance
1996,Spain,560,spp_richness
1997,Spain,561,abundance
1997,Spain,562,spp_richness
1998,Spain,563,abundance
1998,Spain,564,spp_richness
1999,Spain,565,abundance
1999,Spain,566,spp_richness
2000,Spain,567,abundance
2000,Spain,568,spp_richness
2001,Spain,569,abundance
2001,Spain,570,spp_richness
2002,Spain,571,abundance
2002,Spain,572,spp_richness
2003,Spain,573,abundance
2003,Spain,574,spp_richness
2004,Spain,575,abundance
2004,Spain,576,spp_richness
2005,Spain,577,abundance
2005,Spain,578,spp_richness
2006,Spain,579,abundance
2006,Spain,580,spp_richness
2007,Spain,581,abundance
2007,Spain,582,spp_richness
2008,Spain,583,abundance
2008,Spain,584,spp_richness
2009,Spain,585,abundance
2009,Spain,586,spp_richness
2010,Spain,587,abundance
2010,Spain,588,spp_richness
2011,Spain,589,abundance
2011,Spain,590,spp_richness
1992,Sweden,591,abundance
1992,Sweden,592,spp_richness
1993,Sweden,593,abundance
1993,Sweden,594,spp_richness
1994,Sweden,595,abundance
1994,Sweden,596,spp_richness
1995,Sweden,597,abundance
1995,Sweden,598,spp_richness
1996,Sweden,599,abundance
1996,Sweden,600,spp_richness
1997,Sweden,601,abundance
1997,Sweden,602,spp_richness
1998,Sweden,603,abundance
1998,Sweden,604,spp_richness
1999,Sweden,605,abundance
1999,Sweden,606,spp_richness
2000,Sweden,607,abundance
2000,Sweden,608,spp_richness
2001,Sweden,609,abundance
2001,Sweden,610,spp_richness
2002,Sweden,611,abundance
2002,Sweden,612,spp_richness
2003,Sweden,613,abundance
2003,Sweden,614,spp_richness
2004,Sweden,615,abundance
2004,Sweden,616,spp_richness
2005,Sweden,617,abundance
2005,Sweden,618,spp_richness
2006,Sweden,619,abundance
2006,Sweden,620,spp_richness
2007,Sweden,621,abundance
2007,Sweden,622,spp_richness
2008,Sweden,623,abundance
2008,Sweden,624,spp_richness
2009,Sweden,625,abundance
2009,Sweden,626,spp_richness
2010,Sweden,627,abundance
2010,Sweden,628,spp_richness
2011,Sweden,629,abundance
2011,Sweden,630,spp_richness
1991,UK,631,abundance
1991,UK,632,spp_richness
1992,UK,633,abundance
1992,UK,634,spp_richness
1993,UK,635,abundance
1993,UK,636,spp_richness
1994,UK,637,abundance
1994,UK,638,spp_richness
1995,UK,639,abundance
1995,UK,640,spp_richness
1996,UK,641,abundance
1996,UK,642,spp_richness
1997,UK,643,abundance
1997,UK,644,spp_richness
1998,UK,645,abundance
1998,UK,646,spp_richness
1999,UK,647,abundance
1999,UK,648,spp_richness
2000,UK,649,abundance
2000,UK,650,spp_richness
2001,UK,651,abundance
2001,UK,652,spp_richness
2002,UK,653,abundance
2002,UK,654,spp_richness
2003,UK,655,abundance
2003,UK,656,spp_richness
2004,UK,657,abundance
2004,UK,658,spp_richness
2005,UK,659,abundance
2005,UK,660,spp_richness
2006,UK,661,abundance
2006,UK,662,spp_richness
2007,UK,663,abundance
2007,UK,664,spp_richness
2008,UK,665,abundance
2008,UK,666,spp_richness
2009,UK,667,abundance
2009,UK,668,spp_richness
2010,UK,669,abundance
2010,UK,670,spp_richness
2011,UK,671,abundance
2011,UK,672,spp_richness
