"StartYear","country","Response","TaskID"
2010,"Denmark","FRic",244
2010,"Germany","FRic",245
2010,"UK","FRic",246
2010,"Ireland","FRic",247
2010,"Norway","FRic",248
2010,"CzechRepublic","FRic",249
2010,"Italy","FRic",250
2010,"Hungary","FRic",251
2010,"Portugal","FRic",252
2010,"Austria","FRic",253
2010,"Netherlands","FRic",254
2010,"Finland","FRic",255
2010,"Latvia","FRic",256
2010,"Belgium","FRic",257
2011,"France","FRic",258
2011,"Estonia","FRic",259
2011,"Spain","FRic",260
2011,"Sweden","FRic",261
2011,"Luxemburg","FRic",262
2011,"Bulgaria","FRic",263
2011,"Denmark","FRic",264
2011,"Germany","FRic",265
2011,"UK","FRic",266
2011,"Ireland","FRic",267
2011,"Norway","FRic",268
2011,"CzechRepublic","FRic",269
2011,"Italy","FRic",270
2011,"Hungary","FRic",271
2011,"Portugal","FRic",272
2011,"Austria","FRic",273
2011,"Netherlands","FRic",274
2011,"Latvia","FRic",275
2011,"Belgium","FRic",276
2012,"France","FRic",277
2012,"Estonia","FRic",278
2012,"Spain","FRic",279
2012,"Sweden","FRic",280
2012,"Luxemburg","FRic",281
2012,"Bulgaria","FRic",282
2012,"Denmark","FRic",283
2012,"Germany","FRic",284
2012,"UK","FRic",285
2012,"Ireland","FRic",286
2012,"Norway","FRic",287
2012,"CzechRepublic","FRic",288
2012,"Italy","FRic",289
2012,"Hungary","FRic",290
2012,"Portugal","FRic",291
2012,"Austria","FRic",292
2012,"Netherlands","FRic",293
2012,"Belgium","FRic",294
2013,"France","FRic",295
2013,"Estonia","FRic",296
2013,"Spain","FRic",297
2013,"Sweden","FRic",298
2013,"Luxemburg","FRic",299
2013,"Bulgaria","FRic",300
2013,"Denmark","FRic",301
2013,"Germany","FRic",302
2013,"UK","FRic",303
2013,"Ireland","FRic",304
2013,"Norway","FRic",305
2013,"Italy","FRic",306
2013,"Hungary","FRic",307
2013,"Portugal","FRic",308
2013,"Austria","FRic",309
2013,"Netherlands","FRic",310
2013,"Belgium","FRic",311
2014,"France","FRic",312
2014,"Estonia","FRic",313
2014,"Spain","FRic",314
2014,"Sweden","FRic",315
2014,"Bulgaria","FRic",316
2014,"Denmark","FRic",317
2014,"Germany","FRic",318
2014,"UK","FRic",319
2014,"Ireland","FRic",320
2014,"Norway","FRic",321
2014,"Italy","FRic",322
2014,"Hungary","FRic",323
2014,"Portugal","FRic",324
2014,"Austria","FRic",325
2014,"Netherlands","FRic",326
2014,"Belgium","FRic",327
1990,"France","FRed",328
1990,"Spain","FRed",329
1990,"Denmark","FRed",330
1990,"Germany","FRed",331
1990,"Netherlands","FRed",332
1990,"Belgium","FRed",333
1991,"France","FRed",334
1991,"Spain","FRed",335
1991,"Denmark","FRed",336
1991,"Germany","FRed",337
1991,"Portugal","FRed",338
1991,"Netherlands","FRed",339
1991,"Belgium","FRed",340
1992,"France","FRed",341
1992,"Spain","FRed",342
1992,"Denmark","FRed",343
1992,"Germany","FRed",344
1992,"UK","FRed",345
1992,"Portugal","FRed",346
1992,"Netherlands","FRed",347
1992,"Belgium","FRed",348
1993,"France","FRed",349
1993,"Spain","FRed",350
1993,"Sweden","FRed",351
1993,"Denmark","FRed",352
1993,"Germany","FRed",353
1993,"UK","FRed",354
1993,"Portugal","FRed",355
1993,"Netherlands","FRed",356
1993,"Belgium","FRed",357
1994,"France","FRed",358
1994,"Spain","FRed",359
1994,"Sweden","FRed",360
1994,"Denmark","FRed",361
1994,"Germany","FRed",362
1994,"UK","FRed",363
1994,"Portugal","FRed",364
1994,"Netherlands","FRed",365
1994,"Latvia","FRed",366
1994,"Belgium","FRed",367
1995,"France","FRed",368
1995,"Spain","FRed",369
1995,"Sweden","FRed",370
1995,"Denmark","FRed",371
1995,"Germany","FRed",372
1995,"UK","FRed",373
1995,"Portugal","FRed",374
1995,"Netherlands","FRed",375
1995,"Latvia","FRed",376
1995,"Belgium","FRed",377
1996,"France","FRed",378
1996,"Spain","FRed",379
1996,"Sweden","FRed",380
1996,"Denmark","FRed",381
1996,"Germany","FRed",382
1996,"UK","FRed",383
1996,"Portugal","FRed",384
1996,"Netherlands","FRed",385
1996,"Latvia","FRed",386
1996,"Belgium","FRed",387
1997,"France","FRed",388
1997,"Spain","FRed",389
1997,"Sweden","FRed",390
1997,"Denmark","FRed",391
1997,"Germany","FRed",392
1997,"UK","FRed",393
1997,"Portugal","FRed",394
1997,"Netherlands","FRed",395
1997,"Latvia","FRed",396
1997,"Belgium","FRed",397
1998,"France","FRed",398
1998,"Spain","FRed",399
1998,"Sweden","FRed",400
1998,"Denmark","FRed",401
1998,"Germany","FRed",402
1998,"UK","FRed",403
1998,"Portugal","FRed",404
1998,"Netherlands","FRed",405
1998,"Finland","FRed",406
1998,"Latvia","FRed",407
1998,"Belgium","FRed",408
1999,"France","FRed",409
1999,"Spain","FRed",410
1999,"Sweden","FRed",411
1999,"Denmark","FRed",412
1999,"Germany","FRed",413
1999,"UK","FRed",414
1999,"Portugal","FRed",415
1999,"Netherlands","FRed",416
1999,"Finland","FRed",417
1999,"Latvia","FRed",418
1999,"Belgium","FRed",419
2000,"France","FRed",420
2000,"Spain","FRed",421
2000,"Sweden","FRed",422
2000,"Denmark","FRed",423
2000,"Germany","FRed",424
2000,"UK","FRed",425
2000,"Portugal","FRed",426
2000,"Netherlands","FRed",427
2000,"Finland","FRed",428
2000,"Latvia","FRed",429
2000,"Belgium","FRed",430
2001,"France","FRed",431
2001,"Spain","FRed",432
2001,"Sweden","FRed",433
2001,"Denmark","FRed",434
2001,"Germany","FRed",435
2001,"UK","FRed",436
2001,"Ireland","FRed",437
2001,"Norway","FRed",438
2001,"Portugal","FRed",439
2001,"Netherlands","FRed",440
2001,"Finland","FRed",441
2001,"Latvia","FRed",442
2001,"Belgium","FRed",443
2002,"France","FRed",444
2002,"Spain","FRed",445
2002,"Sweden","FRed",446
2002,"Denmark","FRed",447
2002,"Germany","FRed",448
2002,"UK","FRed",449
2002,"Ireland","FRed",450
2002,"Norway","FRed",451
2002,"Portugal","FRed",452
2002,"Netherlands","FRed",453
2002,"Finland","FRed",454
2002,"Latvia","FRed",455
2002,"Belgium","FRed",456
2003,"France","FRed",457
2003,"Spain","FRed",458
2003,"Sweden","FRed",459
2003,"Denmark","FRed",460
2003,"Germany","FRed",461
2003,"UK","FRed",462
2003,"Ireland","FRed",463
2003,"Norway","FRed",464
2003,"Hungary","FRed",465
2003,"Portugal","FRed",466
2003,"Netherlands","FRed",467
2003,"Finland","FRed",468
2003,"Latvia","FRed",469
2003,"Belgium","FRed",470
2004,"France","FRed",471
2004,"Cyprus","FRed",472
2004,"Spain","FRed",473
2004,"Sweden","FRed",474
2004,"Denmark","FRed",475
2004,"Germany","FRed",476
2004,"UK","FRed",477
2004,"Ireland","FRed",478
2004,"Norway","FRed",479
2004,"Hungary","FRed",480
2004,"Portugal","FRed",481
2004,"Netherlands","FRed",482
2004,"Finland","FRed",483
2004,"Latvia","FRed",484
2005,"France","FRed",485
2005,"Cyprus","FRed",486
2005,"Spain","FRed",487
2005,"Sweden","FRed",488
2005,"Bulgaria","FRed",489
2005,"Denmark","FRed",490
2005,"Germany","FRed",491
2005,"UK","FRed",492
2005,"Ireland","FRed",493
2005,"Norway","FRed",494
2005,"Hungary","FRed",495
2005,"Portugal","FRed",496
2005,"Netherlands","FRed",497
2005,"Finland","FRed",498
2005,"Latvia","FRed",499
2006,"France","FRed",500
2006,"Cyprus","FRed",501
2006,"Spain","FRed",502
2006,"Sweden","FRed",503
2006,"Luxemburg","FRed",504
2006,"Denmark","FRed",505
2006,"Germany","FRed",506
2006,"UK","FRed",507
2006,"Ireland","FRed",508
2006,"Norway","FRed",509
2006,"Hungary","FRed",510
2006,"Portugal","FRed",511
2006,"Netherlands","FRed",512
2006,"Finland","FRed",513
2006,"Latvia","FRed",514
2007,"France","FRed",515
2007,"Cyprus","FRed",516
2007,"Spain","FRed",517
2007,"Sweden","FRed",518
2007,"Luxemburg","FRed",519
2007,"Denmark","FRed",520
2007,"Germany","FRed",521
2007,"UK","FRed",522
2007,"Ireland","FRed",523
2007,"Norway","FRed",524
2007,"Hungary","FRed",525
2007,"Portugal","FRed",526
2007,"Netherlands","FRed",527
2007,"Finland","FRed",528
2007,"Latvia","FRed",529
2008,"France","FRed",530
2008,"Spain","FRed",531
2008,"Sweden","FRed",532
2008,"Luxemburg","FRed",533
2008,"Bulgaria","FRed",534
2008,"Denmark","FRed",535
2008,"Germany","FRed",536
2008,"UK","FRed",537
2008,"Ireland","FRed",538
2008,"Norway","FRed",539
2008,"Italy","FRed",540
2008,"Hungary","FRed",541
2008,"Portugal","FRed",542
2008,"Netherlands","FRed",543
2008,"Finland","FRed",544
2008,"Latvia","FRed",545
2008,"Belgium","FRed",546
2009,"France","FRed",547
2009,"Estonia","FRed",548
2009,"Spain","FRed",549
2009,"Sweden","FRed",550
2009,"Luxemburg","FRed",551
2009,"Bulgaria","FRed",552
2009,"Denmark","FRed",553
2009,"Germany","FRed",554
2009,"UK","FRed",555
2009,"Ireland","FRed",556
2009,"Norway","FRed",557
2009,"Italy","FRed",558
2009,"Hungary","FRed",559
2009,"Portugal","FRed",560
2009,"Netherlands","FRed",561
2009,"Finland","FRed",562
2009,"Latvia","FRed",563
2009,"Belgium","FRed",564
2010,"France","FRed",565
2010,"Estonia","FRed",566
2010,"Spain","FRed",567
2010,"Sweden","FRed",568
2010,"Luxemburg","FRed",569
2010,"Bulgaria","FRed",570
2010,"Denmark","FRed",571
2010,"Germany","FRed",572
2010,"UK","FRed",573
2010,"Ireland","FRed",574
2010,"Norway","FRed",575
2010,"CzechRepublic","FRed",576
2010,"Italy","FRed",577
2010,"Hungary","FRed",578
2010,"Portugal","FRed",579
2010,"Austria","FRed",580
2010,"Netherlands","FRed",581
2010,"Finland","FRed",582
2010,"Latvia","FRed",583
2010,"Belgium","FRed",584
2011,"France","FRed",585
2011,"Estonia","FRed",586
2011,"Spain","FRed",587
2011,"Sweden","FRed",588
2011,"Luxemburg","FRed",589
2011,"Bulgaria","FRed",590
2011,"Denmark","FRed",591
2011,"Germany","FRed",592
2011,"UK","FRed",593
2011,"Ireland","FRed",594
2011,"Norway","FRed",595
2011,"CzechRepublic","FRed",596
2011,"Italy","FRed",597
2011,"Hungary","FRed",598
2011,"Portugal","FRed",599
2011,"Austria","FRed",600
2011,"Netherlands","FRed",601
2011,"Latvia","FRed",602
2011,"Belgium","FRed",603
2012,"France","FRed",604
2012,"Estonia","FRed",605
2012,"Spain","FRed",606
2012,"Sweden","FRed",607
2012,"Luxemburg","FRed",608
2012,"Bulgaria","FRed",609
2012,"Denmark","FRed",610
2012,"Germany","FRed",611
2012,"UK","FRed",612
2012,"Ireland","FRed",613
2012,"Norway","FRed",614
2012,"CzechRepublic","FRed",615
2012,"Italy","FRed",616
2012,"Hungary","FRed",617
2012,"Portugal","FRed",618
2012,"Austria","FRed",619
2012,"Netherlands","FRed",620
2012,"Belgium","FRed",621
2013,"France","FRed",622
2013,"Estonia","FRed",623
2013,"Spain","FRed",624
2013,"Sweden","FRed",625
2013,"Luxemburg","FRed",626
2013,"Bulgaria","FRed",627
2013,"Denmark","FRed",628
2013,"Germany","FRed",629
2013,"UK","FRed",630
2013,"Ireland","FRed",631
2013,"Norway","FRed",632
2013,"Italy","FRed",633
2013,"Hungary","FRed",634
2013,"Portugal","FRed",635
2013,"Austria","FRed",636
2013,"Netherlands","FRed",637
2013,"Belgium","FRed",638
2014,"France","FRed",639
2014,"Estonia","FRed",640
2014,"Spain","FRed",641
2014,"Sweden","FRed",642
2014,"Bulgaria","FRed",643
2014,"Denmark","FRed",644
2014,"Germany","FRed",645
2014,"UK","FRed",646
2014,"Ireland","FRed",647
2014,"Norway","FRed",648
2014,"Italy","FRed",649
2014,"Hungary","FRed",650
2014,"Portugal","FRed",651
2014,"Austria","FRed",652
2014,"Netherlands","FRed",653
2014,"Belgium","FRed",654
1990,"France","abundance",655
1990,"Spain","abundance",656
1990,"Denmark","abundance",657
1990,"Germany","abundance",658
1990,"Netherlands","abundance",659
1990,"Belgium","abundance",660
1991,"France","abundance",661
1991,"Spain","abundance",662
1991,"Denmark","abundance",663
1991,"Germany","abundance",664
1991,"Portugal","abundance",665
1991,"Netherlands","abundance",666
1991,"Belgium","abundance",667
1992,"France","abundance",668
1992,"Spain","abundance",669
1992,"Denmark","abundance",670
1992,"Germany","abundance",671
1992,"UK","abundance",672
1992,"Portugal","abundance",673
1992,"Netherlands","abundance",674
1992,"Belgium","abundance",675
1993,"France","abundance",676
1993,"Spain","abundance",677
1993,"Sweden","abundance",678
1993,"Denmark","abundance",679
1993,"Germany","abundance",680
1993,"UK","abundance",681
1993,"Portugal","abundance",682
1993,"Netherlands","abundance",683
1993,"Belgium","abundance",684
1994,"France","abundance",685
1994,"Spain","abundance",686
1994,"Sweden","abundance",687
1994,"Denmark","abundance",688
1994,"Germany","abundance",689
1994,"UK","abundance",690
1994,"Portugal","abundance",691
1994,"Netherlands","abundance",692
1994,"Latvia","abundance",693
1994,"Belgium","abundance",694
1995,"France","abundance",695
1995,"Spain","abundance",696
1995,"Sweden","abundance",697
1995,"Denmark","abundance",698
1995,"Germany","abundance",699
1995,"UK","abundance",700
1995,"Portugal","abundance",701
1995,"Netherlands","abundance",702
1995,"Latvia","abundance",703
1995,"Belgium","abundance",704
1996,"France","abundance",705
1996,"Spain","abundance",706
1996,"Sweden","abundance",707
1996,"Denmark","abundance",708
1996,"Germany","abundance",709
1996,"UK","abundance",710
1996,"Portugal","abundance",711
1996,"Netherlands","abundance",712
1996,"Latvia","abundance",713
1996,"Belgium","abundance",714
1997,"France","abundance",715
1997,"Spain","abundance",716
1997,"Sweden","abundance",717
1997,"Denmark","abundance",718
1997,"Germany","abundance",719
1997,"UK","abundance",720
1997,"Portugal","abundance",721
1997,"Netherlands","abundance",722
1997,"Latvia","abundance",723
1997,"Belgium","abundance",724
1998,"France","abundance",725
1998,"Spain","abundance",726
1998,"Sweden","abundance",727
1998,"Denmark","abundance",728
1998,"Germany","abundance",729
1998,"UK","abundance",730
1998,"Portugal","abundance",731
1998,"Netherlands","abundance",732
1998,"Finland","abundance",733
1998,"Latvia","abundance",734
1998,"Belgium","abundance",735
1999,"France","abundance",736
1999,"Spain","abundance",737
1999,"Sweden","abundance",738
1999,"Denmark","abundance",739
1999,"Germany","abundance",740
1999,"UK","abundance",741
1999,"Portugal","abundance",742
1999,"Netherlands","abundance",743
1999,"Finland","abundance",744
1999,"Latvia","abundance",745
1999,"Belgium","abundance",746
2000,"France","abundance",747
2000,"Spain","abundance",748
2000,"Sweden","abundance",749
2000,"Denmark","abundance",750
2000,"Germany","abundance",751
2000,"UK","abundance",752
2000,"Portugal","abundance",753
2000,"Netherlands","abundance",754
2000,"Finland","abundance",755
2000,"Latvia","abundance",756
2000,"Belgium","abundance",757
2001,"France","abundance",758
2001,"Spain","abundance",759
2001,"Sweden","abundance",760
2001,"Denmark","abundance",761
2001,"Germany","abundance",762
2001,"UK","abundance",763
2001,"Ireland","abundance",764
2001,"Norway","abundance",765
2001,"Portugal","abundance",766
2001,"Netherlands","abundance",767
2001,"Finland","abundance",768
2001,"Latvia","abundance",769
2001,"Belgium","abundance",770
2002,"France","abundance",771
2002,"Spain","abundance",772
2002,"Sweden","abundance",773
2002,"Denmark","abundance",774
2002,"Germany","abundance",775
2002,"UK","abundance",776
2002,"Ireland","abundance",777
2002,"Norway","abundance",778
2002,"Portugal","abundance",779
2002,"Netherlands","abundance",780
2002,"Finland","abundance",781
2002,"Latvia","abundance",782
2002,"Belgium","abundance",783
2003,"France","abundance",784
2003,"Spain","abundance",785
2003,"Sweden","abundance",786
2003,"Denmark","abundance",787
2003,"Germany","abundance",788
2003,"UK","abundance",789
2003,"Ireland","abundance",790
2003,"Norway","abundance",791
2003,"Hungary","abundance",792
2003,"Portugal","abundance",793
2003,"Netherlands","abundance",794
2003,"Finland","abundance",795
2003,"Latvia","abundance",796
2003,"Belgium","abundance",797
2004,"France","abundance",798
2004,"Cyprus","abundance",799
2004,"Spain","abundance",800
2004,"Sweden","abundance",801
2004,"Denmark","abundance",802
2004,"Germany","abundance",803
2004,"UK","abundance",804
2004,"Ireland","abundance",805
2004,"Norway","abundance",806
2004,"Hungary","abundance",807
2004,"Portugal","abundance",808
2004,"Netherlands","abundance",809
2004,"Finland","abundance",810
2004,"Latvia","abundance",811
2005,"France","abundance",812
2005,"Cyprus","abundance",813
2005,"Spain","abundance",814
2005,"Sweden","abundance",815
2005,"Bulgaria","abundance",816
2005,"Denmark","abundance",817
2005,"Germany","abundance",818
2005,"UK","abundance",819
2005,"Ireland","abundance",820
2005,"Norway","abundance",821
2005,"Hungary","abundance",822
2005,"Portugal","abundance",823
2005,"Netherlands","abundance",824
2005,"Finland","abundance",825
2005,"Latvia","abundance",826
2006,"France","abundance",827
2006,"Cyprus","abundance",828
2006,"Spain","abundance",829
2006,"Sweden","abundance",830
2006,"Luxemburg","abundance",831
2006,"Denmark","abundance",832
2006,"Germany","abundance",833
2006,"UK","abundance",834
2006,"Ireland","abundance",835
2006,"Norway","abundance",836
2006,"Hungary","abundance",837
2006,"Portugal","abundance",838
2006,"Netherlands","abundance",839
2006,"Finland","abundance",840
2006,"Latvia","abundance",841
2007,"France","abundance",842
2007,"Cyprus","abundance",843
2007,"Spain","abundance",844
2007,"Sweden","abundance",845
2007,"Luxemburg","abundance",846
2007,"Denmark","abundance",847
2007,"Germany","abundance",848
2007,"UK","abundance",849
2007,"Ireland","abundance",850
2007,"Norway","abundance",851
2007,"Hungary","abundance",852
2007,"Portugal","abundance",853
2007,"Netherlands","abundance",854
2007,"Finland","abundance",855
2007,"Latvia","abundance",856
2008,"France","abundance",857
2008,"Spain","abundance",858
2008,"Sweden","abundance",859
2008,"Luxemburg","abundance",860
2008,"Bulgaria","abundance",861
2008,"Denmark","abundance",862
2008,"Germany","abundance",863
2008,"UK","abundance",864
2008,"Ireland","abundance",865
2008,"Norway","abundance",866
2008,"Italy","abundance",867
2008,"Hungary","abundance",868
2008,"Portugal","abundance",869
2008,"Netherlands","abundance",870
2008,"Finland","abundance",871
2008,"Latvia","abundance",872
2008,"Belgium","abundance",873
2009,"France","abundance",874
2009,"Estonia","abundance",875
2009,"Spain","abundance",876
2009,"Sweden","abundance",877
2009,"Luxemburg","abundance",878
2009,"Bulgaria","abundance",879
2009,"Denmark","abundance",880
2009,"Germany","abundance",881
2009,"UK","abundance",882
2009,"Ireland","abundance",883
2009,"Norway","abundance",884
2009,"Italy","abundance",885
2009,"Hungary","abundance",886
2009,"Portugal","abundance",887
2009,"Netherlands","abundance",888
2009,"Finland","abundance",889
2009,"Latvia","abundance",890
2009,"Belgium","abundance",891
2010,"France","abundance",892
2010,"Estonia","abundance",893
2010,"Spain","abundance",894
2010,"Sweden","abundance",895
2010,"Luxemburg","abundance",896
2010,"Bulgaria","abundance",897
2010,"Denmark","abundance",898
2010,"Germany","abundance",899
2010,"UK","abundance",900
2010,"Ireland","abundance",901
2010,"Norway","abundance",902
2010,"CzechRepublic","abundance",903
2010,"Italy","abundance",904
2010,"Hungary","abundance",905
2010,"Portugal","abundance",906
2010,"Austria","abundance",907
2010,"Netherlands","abundance",908
2010,"Finland","abundance",909
2010,"Latvia","abundance",910
2010,"Belgium","abundance",911
2011,"France","abundance",912
2011,"Estonia","abundance",913
2011,"Spain","abundance",914
2011,"Sweden","abundance",915
2011,"Luxemburg","abundance",916
2011,"Bulgaria","abundance",917
2011,"Denmark","abundance",918
2011,"Germany","abundance",919
2011,"UK","abundance",920
2011,"Ireland","abundance",921
2011,"Norway","abundance",922
2011,"CzechRepublic","abundance",923
2011,"Italy","abundance",924
2011,"Hungary","abundance",925
2011,"Portugal","abundance",926
2011,"Austria","abundance",927
2011,"Netherlands","abundance",928
2011,"Latvia","abundance",929
2011,"Belgium","abundance",930
2012,"France","abundance",931
2012,"Estonia","abundance",932
2012,"Spain","abundance",933
2012,"Sweden","abundance",934
2012,"Luxemburg","abundance",935
2012,"Bulgaria","abundance",936
2012,"Denmark","abundance",937
2012,"Germany","abundance",938
2012,"UK","abundance",939
2012,"Ireland","abundance",940
2012,"Norway","abundance",941
2012,"CzechRepublic","abundance",942
2012,"Italy","abundance",943
2012,"Hungary","abundance",944
2012,"Portugal","abundance",945
2012,"Austria","abundance",946
2012,"Netherlands","abundance",947
2012,"Belgium","abundance",948
2013,"France","abundance",949
2013,"Estonia","abundance",950
2013,"Spain","abundance",951
2013,"Sweden","abundance",952
2013,"Luxemburg","abundance",953
2013,"Bulgaria","abundance",954
2013,"Denmark","abundance",955
2013,"Germany","abundance",956
2013,"UK","abundance",957
2013,"Ireland","abundance",958
