country,Response,TaskID
CzechRepublic,E10,85
CzechRepublic,EPT_Abund,86
CzechRepublic,EPT_SppRich,87
CzechRepublic,F_to,88
CzechRepublic,FDiv,89
CzechRepublic,FEve,90
CzechRepublic,FRed,91
CzechRepublic,FRic,92
CzechRepublic,insect_Abund,93
CzechRepublic,insect_SppRich,94
CzechRepublic,RaoQ,95
CzechRepublic,shannonsH,96
CzechRepublic,spp_rich_rare,97
CzechRepublic,spp_richness,98
CzechRepublic,SppRich_nativeSpp,99
CzechRepublic,turnover,100
Denmark,abund_nativeSpp,101
Denmark,abundance,102
Denmark,alien_Abund,103
Denmark,alien_SppRich,104
Denmark,E10,105
Denmark,EPT_Abund,106
Denmark,EPT_SppRich,107
Denmark,F_to,108
Denmark,FDiv,109
Denmark,FEve,110
Denmark,FRed,111
Denmark,FRic,112
Denmark,insect_Abund,113
Denmark,insect_SppRich,114
Denmark,RaoQ,115
Denmark,shannonsH,116
Denmark,spp_rich_rare,117
Denmark,spp_richness,118
Denmark,SppRich_nativeSpp,119
Denmark,turnover,120
Estonia,abund_nativeSpp,121
Estonia,abundance,122
Estonia,alien_Abund,123
Estonia,alien_SppRich,124
Estonia,E10,125
Estonia,EPT_Abund,126
Estonia,EPT_SppRich,127
Estonia,F_to,128
Estonia,FDiv,129
Estonia,FEve,130
Estonia,FRed,131
Estonia,FRic,132
Estonia,insect_Abund,133
Estonia,insect_SppRich,134
Estonia,RaoQ,135
Estonia,shannonsH,136
Estonia,spp_rich_rare,137
Estonia,spp_richness,138
Estonia,SppRich_nativeSpp,139
Estonia,turnover,140
Finland,abund_nativeSpp,141
Finland,abundance,142
Finland,alien_Abund,143
Finland,alien_SppRich,144
Finland,E10,145
Finland,EPT_Abund,146
Finland,EPT_SppRich,147
Finland,F_to,148
Finland,FDiv,149
Finland,FEve,150
Finland,FRed,151
Finland,FRic,152
Finland,insect_Abund,153
Finland,insect_SppRich,154
Finland,RaoQ,155
Finland,shannonsH,156
Finland,spp_rich_rare,157
Finland,spp_richness,158
Finland,SppRich_nativeSpp,159
Finland,turnover,160
France,abund_nativeSpp,161
France,abundance,162
France,alien_Abund,163
France,alien_SppRich,164
France,E10,165
France,EPT_Abund,166
France,EPT_SppRich,167
France,F_to,168
France,FDiv,169
France,FEve,170
France,FRed,171
France,FRic,172
France,insect_Abund,173
France,insect_SppRich,174
France,RaoQ,175
France,shannonsH,176
France,spp_rich_rare,177
France,spp_richness,178
France,SppRich_nativeSpp,179
France,turnover,180
Germany,abund_nativeSpp,181
Germany,abundance,182
Germany,alien_Abund,183
Germany,alien_SppRich,184
Germany,E10,185
Germany,EPT_Abund,186
Germany,EPT_SppRich,187
Germany,F_to,188
Germany,FDiv,189
Germany,FEve,190
Germany,FRed,191
Germany,FRic,192
Germany,insect_Abund,193
Germany,insect_SppRich,194
Germany,RaoQ,195
Germany,shannonsH,196
Germany,spp_rich_rare,197
Germany,spp_richness,198
Germany,SppRich_nativeSpp,199
Germany,turnover,200
Hungary,abund_nativeSpp,201
Hungary,abundance,202
Hungary,alien_Abund,203
Hungary,alien_SppRich,204
Hungary,E10,205
Hungary,EPT_Abund,206
Hungary,EPT_SppRich,207
Hungary,F_to,208
Hungary,FDiv,209
Hungary,FEve,210
Hungary,FRed,211
Hungary,FRic,212
Hungary,insect_Abund,213
Hungary,insect_SppRich,214
Hungary,RaoQ,215
Hungary,shannonsH,216
Hungary,spp_rich_rare,217
Hungary,spp_richness,218
Hungary,SppRich_nativeSpp,219
Hungary,turnover,220
Ireland,abund_nativeSpp,221
Ireland,abundance,222
Ireland,alien_Abund,223
Ireland,alien_SppRich,224
Ireland,E10,225
Ireland,EPT_Abund,226
Ireland,EPT_SppRich,227
Ireland,F_to,228
Ireland,FDiv,229
Ireland,FEve,230
Ireland,FRed,231
Ireland,FRic,232
Ireland,insect_Abund,233
Ireland,insect_SppRich,234
Ireland,RaoQ,235
Ireland,shannonsH,236
Ireland,spp_rich_rare,237
Ireland,spp_richness,238
Ireland,SppRich_nativeSpp,239
Ireland,turnover,240
Italy,abund_nativeSpp,241
Italy,abundance,242
Italy,alien_Abund,243
Italy,alien_SppRich,244
Italy,E10,245
Italy,EPT_Abund,246
Italy,EPT_SppRich,247
Italy,F_to,248
Italy,FDiv,249
Italy,FEve,250
Italy,FRed,251
Italy,FRic,252
Italy,insect_Abund,253
Italy,insect_SppRich,254
Italy,RaoQ,255
Italy,shannonsH,256
Italy,spp_rich_rare,257
Italy,spp_richness,258
Italy,SppRich_nativeSpp,259
Italy,turnover,260
Latvia,abund_nativeSpp,261
Latvia,abundance,262
Latvia,alien_Abund,263
Latvia,alien_SppRich,264
Latvia,E10,265
Latvia,EPT_Abund,266
Latvia,EPT_SppRich,267
Latvia,F_to,268
Latvia,FDiv,269
Latvia,FEve,270
Latvia,FRed,271
Latvia,FRic,272
Latvia,insect_Abund,273
Latvia,insect_SppRich,274
Latvia,RaoQ,275
Latvia,shannonsH,276
Latvia,spp_rich_rare,277
Latvia,spp_richness,278
Latvia,SppRich_nativeSpp,279
Latvia,turnover,280
Luxemburg,abund_nativeSpp,281
Luxemburg,abundance,282
Luxemburg,alien_Abund,283
Luxemburg,alien_SppRich,284
Luxemburg,E10,285
Luxemburg,EPT_Abund,286
Luxemburg,EPT_SppRich,287
Luxemburg,F_to,288
Luxemburg,FDiv,289
Luxemburg,FEve,290
Luxemburg,FRed,291
Luxemburg,FRic,292
Luxemburg,insect_Abund,293
Luxemburg,insect_SppRich,294
Luxemburg,RaoQ,295
Luxemburg,shannonsH,296
Luxemburg,spp_rich_rare,297
Luxemburg,spp_richness,298
Luxemburg,SppRich_nativeSpp,299
Luxemburg,turnover,300
Netherlands,abund_nativeSpp,301
Netherlands,abundance,302
Netherlands,alien_Abund,303
Netherlands,alien_SppRich,304
Netherlands,E10,305
Netherlands,EPT_Abund,306
Netherlands,EPT_SppRich,307
Netherlands,F_to,308
Netherlands,FDiv,309
Netherlands,FEve,310
Netherlands,FRed,311
Netherlands,FRic,312
Netherlands,insect_Abund,313
Netherlands,insect_SppRich,314
Netherlands,RaoQ,315
Netherlands,shannonsH,316
Netherlands,spp_rich_rare,317
Netherlands,spp_richness,318
Netherlands,SppRich_nativeSpp,319
Netherlands,turnover,320
Norway,abund_nativeSpp,321
Norway,abundance,322
Norway,alien_Abund,323
Norway,alien_SppRich,324
Norway,E10,325
Norway,EPT_Abund,326
Norway,EPT_SppRich,327
Norway,F_to,328
Norway,FDiv,329
Norway,FEve,330
Norway,FRed,331
Norway,FRic,332
Norway,insect_Abund,333
Norway,insect_SppRich,334
Norway,RaoQ,335
Norway,shannonsH,336
Norway,spp_rich_rare,337
Norway,spp_richness,338
Norway,SppRich_nativeSpp,339
Norway,turnover,340
Portugal,abund_nativeSpp,341
Portugal,abundance,342
Portugal,alien_Abund,343
Portugal,alien_SppRich,344
Portugal,E10,345
Portugal,EPT_Abund,346
Portugal,EPT_SppRich,347
Portugal,F_to,348
Portugal,FDiv,349
Portugal,FEve,350
Portugal,FRed,351
Portugal,FRic,352
Portugal,insect_Abund,353
Portugal,insect_SppRich,354
Portugal,RaoQ,355
Portugal,shannonsH,356
Portugal,spp_rich_rare,357
Portugal,spp_richness,358
Portugal,SppRich_nativeSpp,359
Portugal,turnover,360
Spain,abund_nativeSpp,361
Spain,abundance,362
Spain,alien_Abund,363
Spain,alien_SppRich,364
Spain,E10,365
Spain,EPT_Abund,366
Spain,EPT_SppRich,367
Spain,F_to,368
Spain,FDiv,369
Spain,FEve,370
Spain,FRed,371
Spain,FRic,372
Spain,insect_Abund,373
Spain,insect_SppRich,374
Spain,RaoQ,375
Spain,shannonsH,376
Spain,spp_rich_rare,377
Spain,spp_richness,378
Spain,SppRich_nativeSpp,379
Spain,turnover,380
Sweden,abund_nativeSpp,381
Sweden,abundance,382
Sweden,alien_Abund,383
Sweden,alien_SppRich,384
Sweden,E10,385
Sweden,EPT_Abund,386
Sweden,EPT_SppRich,387
Sweden,F_to,388
Sweden,FDiv,389
Sweden,FEve,390
Sweden,FRed,391
Sweden,FRic,392
Sweden,insect_Abund,393
Sweden,insect_SppRich,394
Sweden,RaoQ,395
Sweden,shannonsH,396
Sweden,spp_rich_rare,397
Sweden,spp_richness,398
Sweden,SppRich_nativeSpp,399
Sweden,turnover,400
Switzerland,abund_nativeSpp,401
Switzerland,abundance,402
Switzerland,alien_Abund,403
Switzerland,alien_SppRich,404
Switzerland,E10,405
Switzerland,EPT_Abund,406
Switzerland,EPT_SppRich,407
Switzerland,F_to,408
Switzerland,FDiv,409
Switzerland,FEve,410
Switzerland,FRed,411
Switzerland,FRic,412
Switzerland,insect_Abund,413
Switzerland,insect_SppRich,414
Switzerland,RaoQ,415
Switzerland,shannonsH,416
Switzerland,spp_rich_rare,417
Switzerland,spp_richness,418
Switzerland,SppRich_nativeSpp,419
Switzerland,turnover,420
UK,abund_nativeSpp,421
UK,abundance,422
UK,alien_Abund,423
UK,alien_SppRich,424
UK,E10,425
UK,EPT_Abund,426
UK,EPT_SppRich,427
UK,F_to,428
UK,FDiv,429
UK,FEve,430
UK,FRed,431
UK,FRic,432
UK,insect_Abund,433
UK,insect_SppRich,434
UK,RaoQ,435
UK,shannonsH,436
UK,spp_rich_rare,437
UK,spp_richness,438
UK,SppRich_nativeSpp,439
UK,turnover,440
